p_id,m_id,won,captain,team_id
276,130,1,0,4
245,130,1,0,4
45,130,1,1,4
231,130,1,0,4
48,130,1,0,4
50,130,1,0,4
54,130,1,0,4
55,130,1,0,4
52,130,1,0,4
53,130,1,0,4
246,130,1,0,4
216,131,1,0,2
18,131,1,1,2
317,131,1,0,2
277,131,1,0,2
278,131,1,0,2
23,131,1,0,2
230,131,1,0,2
26,131,1,0,2
243,131,1,0,2
281,131,1,0,2
280,131,1,0,2
88,131,0,1,7
194,131,0,0,7
222,131,0,0,7
87,131,0,0,7
287,131,0,0,7
94,131,0,0,7
157,131,0,0,7
162,131,0,0,7
92,131,0,0,7
93,131,0,0,7
89,131,0,0,7
28,132,1,1,3
29,132,1,0,3
32,132,1,0,3
31,132,1,0,3
33,132,1,0,3
195,132,1,0,3
261,132,1,0,3
35,132,1,0,3
36,132,1,0,3
39,132,1,0,3
198,132,1,0,3
288,132,0,0,9
289,132,0,0,9
290,132,0,0,9
291,132,0,0,9
292,132,0,0,9
293,132,0,0,9
113,132,0,1,9
112,132,0,0,9
164,132,0,0,9
294,132,0,0,9
295,132,0,0,9
88,133,0,1,7
194,133,0,0,7
222,133,0,0,7
87,133,0,0,7
287,133,0,0,7
94,133,0,0,7
157,133,0,0,7
162,133,0,0,7
89,133,0,0,7
92,133,0,0,7
93,133,0,0,7
262,133,1,0,10
263,133,1,0,10
228,133,1,0,10
239,133,1,0,10
264,133,1,0,10
265,133,1,1,10
268,133,1,0,10
267,133,1,0,10
269,133,1,0,10
270,133,1,0,10
271,133,1,0,10
262,134,0,0,10
263,134,0,0,10
228,134,0,0,10
266,134,0,0,10
264,134,0,0,10
265,134,0,1,10
268,134,0,0,10
267,134,0,0,10
269,134,0,0,10
270,134,0,0,10
271,134,0,0,10
28,134,1,1,3
29,134,1,0,3
261,134,1,0,3
31,134,1,0,3
32,134,1,0,3
195,134,1,0,3
33,134,1,0,3
35,134,1,0,3
36,134,1,0,3
39,134,1,0,3
198,134,1,0,3
276,135,0,0,42
71,135,0,0,42
173,135,0,0,42
195,135,0,1,42
231,135,0,0,42
60,135,0,0,42
9,135,0,0,42
54,135,0,0,42
11,135,0,0,42
12,135,0,0,42
271,135,0,0,42
138,135,1,0,37
245,135,1,0,37
73,135,1,0,37
278,135,1,0,37
8,135,1,1,37
285,135,1,0,37
140,135,1,0,37
52,135,1,0,37
13,135,1,0,37
268,135,1,0,37
315,135,1,0,37
159,136,0,0,32
100,136,0,0,32
261,136,0,0,32
74,136,0,0,32
208,136,0,0,32
318,136,0,0,32
50,136,0,1,32
10,136,0,0,32
92,136,0,0,32
169,136,0,0,32
281,136,0,0,32
172,136,1,0,35
262,136,1,0,35
237,136,1,1,35
197,136,1,0,35
246,136,1,0,35
188,136,1,0,35
35,136,1,0,35
78,136,1,0,35
99,136,1,0,35
267,136,1,0,35
304,136,1,0,35
216,137,1,0,36
301,137,1,0,36
87,137,1,1,36
31,137,1,0,36
82,137,1,0,36
94,137,1,0,36
7,137,1,0,36
162,137,1,0,36
53,137,1,0,36
316,137,1,0,36
236,137,1,0,36
88,137,0,1,39
185,137,0,0,39
84,137,0,0,39
137,137,0,0,39
287,137,0,0,39
265,137,0,0,39
112,137,0,0,39
163,137,0,0,39
14,137,0,0,39
203,137,0,0,39
295,137,0,0,39
2,138,0,1,34
1,138,0,0,34
305,138,0,0,34
61,138,0,0,34
110,138,0,0,34
91,138,0,0,34
26,138,0,0,34
235,138,0,0,34
234,138,0,0,34
16,138,0,0,34
257,138,0,0,34
29,138,1,0,40
18,138,1,1,40
72,138,1,0,40
32,138,1,0,40
4,138,1,0,40
6,138,1,0,40
59,138,1,0,40
23,138,1,0,40
225,138,1,0,40
270,138,1,0,40
306,138,1,0,40
216,139,0,0,36
301,139,0,0,36
31,139,0,0,36
87,139,0,1,36
82,139,0,0,36
7,139,0,0,36
94,139,0,0,36
162,139,0,0,36
53,139,0,0,36
316,139,0,0,36
236,139,0,0,36
171,139,1,0,41
288,139,1,0,41
3,139,1,1,41
277,139,1,0,41
148,139,1,0,41
135,139,1,0,41
62,139,1,0,41
229,139,1,0,41
230,139,1,0,41
303,139,1,0,41
313,139,1,0,41
245,140,1,0,37
138,140,1,0,37
73,140,1,0,37
278,140,1,0,37
8,140,1,1,37
285,140,1,0,37
268,140,1,0,37
52,140,1,0,37
13,140,1,0,37
315,140,1,0,37
282,140,1,0,37
238,140,0,0,38
34,140,0,0,38
45,140,0,1,38
298,140,0,0,38
272,140,0,0,38
33,140,0,0,38
157,140,0,0,38
125,140,0,0,38
141,140,0,0,38
269,140,0,0,38
280,140,0,0,38
300,141,1,0,31
194,141,1,0,31
222,141,1,0,31
28,141,1,1,31
264,141,1,0,31
177,141,1,0,31
113,141,1,0,31
286,141,1,0,31
36,141,1,0,31
198,141,1,0,31
93,141,1,0,31
43,141,0,0,35
172,141,0,0,35
237,141,0,1,35
197,141,0,0,35
246,141,0,0,35
188,141,0,0,35
35,141,0,0,35
78,141,0,0,35
99,141,0,0,35
267,141,0,0,35
304,141,0,0,35
83,142,1,0,33
57,142,1,0,33
317,142,1,0,33
149,142,1,0,33
98,142,1,1,33
283,142,1,0,33
297,142,1,0,33
89,142,1,0,33
39,142,1,0,33
164,142,1,0,33
132,142,1,0,33
29,142,0,0,40
18,142,0,1,40
72,142,0,0,40
4,142,0,0,40
32,142,0,0,40
59,142,0,0,40
6,142,0,0,40
23,142,0,0,40
226,142,0,0,40
270,142,0,0,40
306,142,0,0,40
238,143,0,0,38
298,143,0,0,38
45,143,0,1,38
34,143,0,0,38
272,143,0,0,38
33,143,0,0,38
157,143,0,0,38
125,143,0,0,38
280,143,0,0,38
269,143,0,0,38
106,143,0,0,38
276,143,1,0,42
71,143,1,0,42
173,143,1,0,42
231,143,1,0,42
195,143,1,1,42
60,143,1,0,42
9,143,1,0,42
54,143,1,0,42
11,143,1,0,42
12,143,1,0,42
271,143,1,0,42
88,144,0,1,39
185,144,0,0,39
84,144,0,0,39
137,144,0,0,39
287,144,0,0,39
265,144,0,0,39
112,144,0,0,39
163,144,0,0,39
14,144,0,0,39
295,144,0,0,39
319,144,0,0,39
171,144,1,0,41
288,144,1,0,41
3,144,1,1,41
148,144,1,0,41
62,144,1,0,41
229,144,1,0,41
230,144,1,0,41
277,144,1,0,41
135,144,1,0,41
303,144,1,0,41
313,144,1,0,41
2,145,1,1,34
1,145,1,0,34
61,145,1,0,34
305,145,1,0,34
16,145,1,0,34
235,145,1,0,34
91,145,1,0,34
26,145,1,0,34
110,145,1,0,34
234,145,1,0,34
257,145,1,0,34
83,145,0,0,33
57,145,0,0,33
317,145,0,0,33
149,145,0,0,33
98,145,0,1,33
297,145,0,0,33
283,145,0,0,33
89,145,0,0,33
39,145,0,0,33
164,145,0,0,33
132,145,0,0,33
159,146,0,0,32
100,146,0,0,32
85,146,0,0,32
261,146,0,0,32
74,146,0,0,32
318,146,0,0,32
50,146,0,1,32
10,146,0,0,32
92,146,0,0,32
169,146,0,0,32
281,146,0,0,32
300,146,1,0,31
194,146,1,0,31
222,146,1,0,31
28,146,1,1,31
264,146,1,0,31
177,146,1,0,31
113,146,1,0,31
36,146,1,0,31
198,146,1,0,31
93,146,1,0,31
286,146,1,0,31
71,147,1,0,42
276,147,1,0,42
173,147,1,0,42
195,147,1,1,42
231,147,1,0,42
60,147,1,0,42
9,147,1,0,42
11,147,1,0,42
12,147,1,0,42
271,147,1,0,42
25,147,1,0,42
238,147,0,0,38
298,147,0,0,38
45,147,0,1,38
34,147,0,0,38
272,147,0,0,38
157,147,0,0,38
33,147,0,0,38
125,147,0,0,38
296,147,0,0,38
269,147,0,0,38
280,147,0,0,38
88,148,0,1,39
185,148,0,0,39
84,148,0,0,39
137,148,0,0,39
48,148,0,0,39
287,148,0,0,39
112,148,0,0,39
163,148,0,0,39
14,148,0,0,39
295,148,0,0,39
319,148,0,0,39
216,148,1,0,36
301,148,1,0,36
31,148,1,0,36
87,148,1,1,36
7,148,1,0,36
82,148,1,0,36
94,148,1,0,36
162,148,1,0,36
53,148,1,0,36
316,148,1,0,36
249,148,1,0,36
43,149,0,0,35
172,149,0,0,35
197,149,0,0,35
246,149,0,0,35
228,149,0,0,35
99,149,0,0,35
267,149,0,0,35
188,149,0,0,35
35,149,0,1,35
78,149,0,0,35
304,149,0,0,35
300,149,1,0,31
194,149,1,0,31
222,149,1,0,31
28,149,1,1,31
264,149,1,0,31
113,149,1,0,31
177,149,1,0,31
36,149,1,0,31
198,149,1,0,31
93,149,1,0,31
286,149,1,0,31
2,150,0,1,34
1,150,0,0,34
305,150,0,0,34
16,150,0,0,34
235,150,0,0,34
110,150,0,0,34
61,150,0,0,34
234,150,0,0,34
91,150,0,0,34
26,150,0,0,34
55,150,0,0,34
83,150,1,0,33
57,150,1,0,33
317,150,1,0,33
98,150,1,1,33
89,150,1,0,33
39,150,1,0,33
79,150,1,0,33
132,150,1,0,33
297,150,1,0,33
149,150,1,0,33
243,150,1,0,33
238,151,0,0,38
298,151,0,0,38
45,151,0,1,38
34,151,0,0,38
272,151,0,0,38
157,151,0,0,38
125,151,0,0,38
320,151,0,0,38
141,151,0,0,38
106,151,0,0,38
296,151,0,0,38
245,151,1,0,37
138,151,1,0,37
73,151,1,0,37
278,151,1,0,37
285,151,1,0,37
8,151,1,1,37
268,151,1,0,37
52,151,1,0,37
13,151,1,0,37
315,151,1,0,37
282,151,1,0,37
