bowler,overs,maidens,runs,wickets,er,sr,avg,wides,noballs,team_id,dots,c1,c2,c3,c4,c6,inn_id,m_id,t_id
91,4,0,37,1,9.25,24,37,0,0,7,7,11,1,0,3,2,172,86,4
226,4,0,38,0,9.5,-1,-1,0,1,3,10,9,0,0,4,2,173,87,4
39,2,0,17,0,8.5,-1,-1,0,0,3,0,11,0,0,0,1,173,87,4
203,2,0,24,1,12,12,24,0,0,3,4,4,0,0,2,2,173,87,4
36,4,0,42,1,10.5,24,42,0,0,3,9,7,0,1,5,2,173,87,4
32,4,0,26,1,6.5,24,26,0,0,3,6,16,0,0,1,1,173,87,4
35,4,0,29,1,7.25,24,29,0,0,3,9,11,0,0,3,1,173,87,4
105,4,0,24,1,6,24,24,1,1,8,12,10,0,0,3,0,174,87,4
108,3,0,29,1,9.67,18,29,0,0,8,8,5,0,0,3,2,174,87,4
106,4,0,39,0,9.75,-1,-1,0,0,8,6,11,1,0,5,1,174,87,4
258,4,0,36,1,9,24,36,0,0,8,7,12,0,0,3,2,174,87,4
101,2,0,16,0,8,-1,-1,0,0,8,2,8,0,0,2,0,174,87,4
98,3,0,30,0,10,-1,-1,0,0,8,3,10,0,0,5,0,174,87,4
251,4,0,34,0,8.5,-1,-1,0,0,6,10,8,0,0,5,1,175,88,4
81,4,0,36,2,9,12,18,0,0,6,9,8,0,0,7,0,175,88,4
78,4,0,30,4,7.5,6,7.5,0,0,6,15,4,0,0,2,3,175,88,4
229,4,0,27,1,6.75,24,27,0,0,6,11,9,0,0,3,1,175,88,4
80,4,0,39,0,9.75,-1,-1,0,0,6,2,17,0,0,4,1,175,88,4
23,4,0,28,0,7,-1,-1,0,0,2,2,20,0,0,2,0,176,88,4
22,4,0,40,0,10,-1,-1,0,0,2,6,12,0,0,4,2,176,88,4
26,4,0,37,1,9.25,24,37,0,0,2,9,9,0,0,4,2,176,88,4
27,4,0,41,1,10.25,24,41,0,0,2,7,9,1,0,6,1,176,88,4
25,4,0,17,4,4.25,6,4.25,0,0,2,13,9,0,0,2,0,176,88,4
32,2,0,23,0,11.5,-1,-1,0,1,3,5,4,0,0,3,1,177,89,4
35,4,0,26,2,6.5,12,13,0,0,3,12,8,0,0,3,1,177,89,4
39,3,0,36,0,12,-1,-1,0,0,3,2,10,0,0,5,1,177,89,4
198,4,0,47,0,11.75,-1,-1,0,0,3,7,9,0,0,5,3,177,89,4
233,4,0,32,2,8,12,16,0,0,3,7,12,1,0,3,1,177,89,4
33,3,0,35,0,11.67,-1,-1,0,1,3,5,8,0,0,5,1,177,89,4
234,4,0,19,2,4.75,12,9.5,0,0,5,13,9,0,0,1,1,178,89,4
139,1,0,16,0,16,-1,-1,0,0,5,1,2,0,0,2,1,178,89,4
188,4,1,26,4,6.5,6,6.5,0,0,5,13,8,0,0,0,3,178,89,4
63,3,0,28,0,9.33,-1,-1,0,0,5,4,10,0,0,3,1,178,89,4
65,4,0,24,3,6,8,8,0,0,5,15,6,0,0,0,3,178,89,4
62,3.2,0,21,1,6.3,20,21,0,0,5,7,11,0,0,1,1,178,89,4
241,2,0,15,0,7.5,-1,-1,0,0,2,2,9,0,0,0,1,179,90,4
27,4,0,35,1,8.75,24,35,1,0,2,6,14,0,0,2,2,179,90,4
23,2,0,26,1,13,12,26,1,0,2,2,5,0,0,5,0,179,90,4
25,4,0,28,1,7,24,28,0,0,2,10,10,0,0,3,1,179,90,4
26,4,0,32,2,8,12,16,0,0,2,11,8,0,0,3,2,179,90,4
22,4,0,33,1,8.25,24,33,1,0,2,8,12,0,0,2,2,179,90,4
9,3,0,24,3,8,6,8,0,0,1,6,8,0,0,4,0,180,90,4
12,3.1,1,14,2,4.42,9.5,7,0,0,1,8,10,0,0,1,0,180,90,4
10,2,0,14,0,7,-1,-1,0,0,1,4,6,1,0,0,1,180,90,4
126,3,0,20,1,6.67,18,20,0,0,1,6,10,0,0,1,1,180,90,4
13,4,0,32,4,8,6,8,0,0,1,8,12,0,0,2,2,180,90,4
54,3,0,19,1,6.33,18,19,0,0,4,7,9,0,0,1,1,181,91,4
52,4,1,25,3,6.25,8,8.33,0,0,4,16,3,1,0,2,2,181,91,4
50,4,0,27,3,6.75,8,9,0,0,4,12,7,0,0,5,0,181,91,4
220,3.4,0,22,1,6,22,22,0,0,4,6,14,0,0,2,0,181,91,4
55,4,0,28,2,7,12,14,0,0,4,5,16,1,0,1,1,181,91,4
81,2.3,0,22,0,8.8,-1,-1,0,0,6,4,8,0,0,2,1,182,91,4
79,4,0,31,3,7.75,8,10.33,0,0,6,11,9,0,0,1,3,182,91,4
80,2,0,19,0,9.5,-1,-1,0,0,6,1,9,0,0,1,1,182,91,4
78,2,0,32,0,16,-1,-1,0,0,6,4,2,0,0,3,3,182,91,4
229,2,0,23,1,11.5,12,23,0,0,6,5,3,0,0,2,2,182,91,4
94,3,0,29,0,9.67,-1,-1,0,0,7,5,9,0,0,2,2,183,92,4
87,4,1,34,3,8.5,8,11.33,0,0,7,10,8,0,0,5,1,183,92,4
92,3,0,23,0,7.67,-1,-1,0,0,7,2,13,1,0,2,0,183,92,4
91,4,0,32,1,8,24,32,0,0,7,12,8,0,0,0,4,183,92,4
162,4,0,29,0,7.25,-1,-1,0,0,7,7,13,1,0,2,1,183,92,4
89,2,0,15,1,7.5,12,15,0,0,7,7,3,0,0,0,2,183,92,4
105,4,0,30,0,7.5,-1,-1,0,0,8,7,14,0,0,1,2,184,92,4
257,4,0,19,1,4.75,24,19,0,0,8,14,7,0,0,3,0,184,92,4
98,4,0,36,0,9,-1,-1,0,0,8,7,12,0,0,3,2,184,92,4
106,4,0,44,0,11,-1,-1,1,0,8,8,9,0,0,4,3,184,92,4
108,3.4,0,34,1,9.27,22,34,0,0,8,8,8,1,0,3,2,184,92,4
229,4,0,40,1,10,24,40,0,0,6,12,4,0,0,6,2,185,93,4
79,4,0,32,0,8,-1,-1,1,0,6,9,11,0,0,2,2,185,93,4
78,4,0,54,1,13.5,24,54,0,0,6,9,4,1,0,6,4,185,93,4
81,4,0,34,0,8.5,-1,-1,0,0,6,9,10,0,0,3,2,185,93,4
236,4,0,35,1,8.75,24,35,0,0,6,7,11,0,0,6,0,185,93,4
65,4,0,35,0,8.75,-1,-1,0,0,5,7,13,0,0,1,3,186,93,4
62,4,0,44,2,11,12,22,0,1,5,11,7,0,0,3,4,186,93,4
188,4,0,33,2,8.25,12,16.5,0,0,5,7,13,0,0,2,2,186,93,4
61,1,0,6,1,6,6,6,0,0,5,4,0,1,0,1,0,186,93,4
123,3,0,37,0,12.33,-1,-1,0,0,5,3,9,0,0,4,2,186,93,4
234,4,0,37,1,9.25,24,37,0,0,5,12,6,0,1,1,4,186,93,4
220,4,0,25,1,6.25,24,25,0,0,4,11,9,1,0,2,1,187,94,4
55,4,0,31,0,7.75,-1,-1,0,0,4,4,17,0,0,2,1,187,94,4
52,4,0,36,1,9,24,36,0,0,4,13,4,0,0,5,2,187,94,4
54,4,0,32,0,8,-1,-1,0,0,4,10,8,1,0,4,1,187,94,4
50,4,0,39,4,9.75,6,9.75,0,0,4,11,5,0,0,7,1,187,94,4
126,4,0,40,0,10,-1,-1,0,0,1,8,8,1,0,6,1,188,94,4
10,4,0,35,2,8.75,12,17.5,0,1,1,11,8,0,0,5,1,188,94,4
13,4,0,29,1,7.25,24,29,2,0,1,9,11,0,0,4,0,188,94,4
12,4,0,38,1,9.5,24,38,0,0,1,7,12,0,0,2,3,188,94,4
9,4,0,18,2,4.5,12,9,0,0,1,9,14,0,0,1,0,188,94,4
33,1,0,12,0,12,-1,-1,0,0,3,2,2,0,0,1,1,189,95,4
203,4,0,32,1,8,24,32,0,0,3,9,10,1,0,2,2,189,95,4
35,4,0,18,1,4.5,24,18,0,0,3,12,10,0,0,2,0,189,95,4
233,4,0,26,2,6.5,12,13,0,0,3,15,4,1,0,2,2,189,95,4
36,4,1,20,2,5,12,10,0,0,3,15,6,0,0,2,1,189,95,4
226,3,0,32,2,10.67,9,16,0,0,3,7,6,0,0,2,3,189,95,4
92,2,0,21,0,10.5,-1,-1,0,0,7,0,9,0,0,3,0,190,95,4
91,2.1,0,35,0,16.15,-1,-1,0,0,7,4,3,0,0,2,4,190,95,4
162,2,0,17,0,8.5,-1,-1,0,0,7,3,7,0,0,1,1,190,95,4
87,1,0,9,0,9,-1,-1,0,0,7,1,3,1,0,1,0,190,95,4
225,2,0,23,0,11.5,-1,-1,0,1,7,3,6,0,0,4,0,190,95,4
93,4,0,38,2,9.5,12,19,0,0,7,9,10,0,0,1,4,190,95,4
101,1,0,6,0,6,-1,-1,0,0,8,0,6,0,0,0,0,191,96,4
106,4,0,46,0,11.5,-1,-1,0,0,8,7,9,0,1,4,3,191,96,4
257,4,0,37,2,9.25,12,18.5,0,1,8,11,8,1,0,2,3,191,96,4
105,3,0,30,1,10,18,30,0,0,8,4,10,0,0,2,2,191,96,4
98,4,0,41,0,10.25,-1,-1,0,0,8,5,13,0,0,4,2,191,96,4
108,4,0,39,0,9.75,-1,-1,0,0,8,8,9,1,0,4,2,191,96,4
201,4,0,26,3,6.5,8,8.67,0,0,2,9,12,0,0,2,1,192,96,4
23,4,0,37,1,9.25,24,37,0,0,2,4,15,1,0,2,2,192,96,4
25,3,0,38,1,12.67,18,38,0,0,2,6,4,1,0,5,2,192,96,4
26,4,0,47,0,11.75,-1,-1,0,0,2,5,12,0,1,2,4,192,96,4
27,2,0,20,2,10,6,10,0,0,2,7,2,0,0,0,3,192,96,4
22,3,0,29,0,9.67,-1,-1,0,0,2,6,7,0,0,4,1,192,96,4
225,4,0,24,2,6,12,12,0,0,7,11,10,0,0,2,1,193,97,4
91,4,0,47,0,11.75,-1,-1,1,0,7,6,11,0,1,2,4,193,97,4
162,1,0,15,0,15,-1,-1,0,0,7,2,1,0,0,2,1,193,97,4
87,4,0,28,2,7,12,14,0,0,7,8,12,0,0,4,0,193,97,4
92,4,0,27,1,6.75,24,27,1,0,7,6,16,0,0,1,1,193,97,4
93,3,0,35,0,11.67,-1,-1,0,0,7,7,5,0,0,3,3,193,97,4
79,3,0,34,0,11.33,-1,-1,0,1,6,7,7,0,0,2,3,194,97,4
251,4,0,27,3,6.75,8,9,1,0,6,15,4,0,0,4,1,194,97,4
78,3,0,32,0,10.67,-1,-1,0,0,6,6,6,0,0,5,1,194,97,4
236,2,0,25,0,12.5,-1,-1,0,0,6,0,9,0,0,1,2,194,97,4
76,3.5,0,37,0,9.65,-1,-1,1,0,6,7,10,0,0,5,1,194,97,4
81,3,0,23,0,7.67,-1,-1,0,0,6,7,7,0,0,4,0,194,97,4
23,3,0,26,0,8.67,-1,-1,0,0,2,4,10,0,0,4,0,195,98,4
25,4,0,24,3,6,8,8,0,0,2,13,8,0,0,1,2,195,98,4
201,3,0,12,4,4,4.5,3,0,0,2,12,4,0,0,2,0,195,98,4
22,4,0,33,2,8.25,12,16.5,0,0,2,13,5,0,0,4,2,195,98,4
27,3,0,26,0,8.67,-1,-1,0,0,2,5,8,1,0,4,0,195,98,4
230,1.3,0,16,1,10.67,9,16,0,0,2,4,2,0,0,2,1,195,98,4
54,2,0,15,0,7.5,-1,-1,0,0,4,5,5,0,0,1,1,196,98,4
48,2.3,0,17,1,6.8,15,17,0,0,4,4,9,0,0,2,0,196,98,4
220,3,0,20,0,6.67,-1,-1,0,1,4,5,13,0,0,0,1,196,98,4
55,1,0,11,0,11,-1,-1,0,0,4,1,3,0,0,2,0,196,98,4
50,3,0,28,0,9.33,-1,-1,0,0,4,6,8,0,0,2,2,196,98,4
52,4,1,50,3,12.5,8,16.67,0,0,4,13,2,0,0,3,6,196,98,4
33,2,0,10,2,5,6,5,0,0,3,5,6,0,0,1,0,197,99,4
233,2,0,28,0,14,-1,-1,0,0,3,3,4,0,0,3,2,197,99,4
35,4,1,29,3,7.25,8,9.67,0,0,3,14,5,0,0,3,2,197,99,4
203,4,0,22,1,5.5,24,22,0,0,3,10,12,0,0,1,1,197,99,4
32,1,0,11,0,11,-1,-1,0,0,3,2,1,1,0,2,0,197,99,4
36,4,0,52,0,13,-1,-1,0,0,3,7,8,0,0,5,4,197,99,4
226,3,0,33,1,11,18,33,0,0,3,6,7,0,0,2,3,197,99,4
10,4,0,25,2,6.25,12,12.5,0,0,1,11,9,1,0,2,1,198,99,4
9,4,0,35,2,8.75,12,17.5,0,0,1,8,11,0,0,3,2,198,99,4
12,4,0,28,0,7,-1,-1,0,0,1,10,10,0,0,3,1,198,99,4
126,4,0,39,1,9.75,24,39,0,0,1,4,15,0,0,3,2,198,99,4
13,4,0,48,0,12,-1,-1,2,0,1,1,16,0,0,6,1,198,99,4
61,3,0,19,1,6.33,18,19,0,0,5,5,11,0,0,2,0,199,100,4
62,2,0,25,0,12.5,-1,-1,0,0,5,3,5,0,0,2,2,199,100,4
188,4,0,32,1,8,24,32,0,1,5,11,9,0,0,4,1,199,100,4
250,4,1,25,2,6.25,12,12.5,0,0,5,12,9,0,0,1,2,199,100,4
234,3,0,31,0,10.33,-1,-1,2,0,5,5,9,0,0,2,2,199,100,4
65,4,0,41,1,10.25,24,41,0,0,5,8,9,1,0,3,3,199,100,4
108,2.5,0,32,0,11.29,-1,-1,0,0,8,4,8,0,0,3,2,200,100,4
106,3,0,44,0,14.67,-1,-1,0,1,8,3,9,0,0,4,3,200,100,4
258,3,0,30,0,10,-1,-1,0,0,8,3,10,1,0,3,1,200,100,4
257,4,0,29,2,7.25,12,14.5,1,0,8,13,6,0,0,4,1,200,100,4
105,4,0,24,0,6,-1,-1,0,0,8,9,12,0,0,3,0,200,100,4
101,2,0,17,0,8.5,-1,-1,0,0,8,3,7,0,0,1,1,200,100,4
6,1,0,13,0,13,-1,-1,0,0,1,1,3,0,0,1,1,201,101,4
10,4,0,28,1,7,24,28,0,0,1,11,8,1,0,3,1,201,101,4
9,3,0,22,1,7.33,18,22,0,0,1,7,8,0,0,2,1,201,101,4
12,4,0,39,1,9.75,24,39,0,0,1,9,9,0,0,3,3,201,101,4
126,4,0,37,0,9.25,-1,-1,0,0,1,8,11,0,0,2,3,201,101,4
13,4,0,31,1,7.75,24,31,0,0,1,4,17,0,0,2,1,201,101,4
91,4,0,40,0,10,-1,-1,0,0,7,11,6,0,0,4,3,202,101,4
87,3,0,28,0,9.33,-1,-1,0,0,7,4,9,0,1,4,0,202,101,4
162,1,0,13,0,13,-1,-1,0,0,7,2,1,0,0,3,0,202,101,4
225,3.5,0,36,1,9.39,23,36,0,0,7,7,8,2,0,6,0,202,101,4
94,4,0,28,2,7,12,14,1,0,7,9,11,0,0,4,0,202,101,4
92,4,0,28,0,7,-1,-1,0,0,7,6,16,0,0,0,2,202,101,4
27,4,0,41,0,10.25,-1,-1,0,0,2,9,7,0,0,7,1,203,102,4
23,4,0,32,2,8,12,16,2,0,2,5,16,0,0,2,1,203,102,4
25,4,0,48,1,12,24,48,0,0,2,8,8,1,0,2,5,203,102,4
26,3,0,30,0,10,-1,-1,0,0,2,6,8,0,0,1,3,203,102,4
201,3,0,27,0,9,-1,-1,0,1,2,5,10,0,0,4,0,203,102,4
19,2,0,22,1,11,12,22,0,0,2,5,2,1,0,3,1,203,102,4
65,2,0,23,0,11.5,-1,-1,0,0,5,3,5,0,0,3,1,204,102,4
234,4,0,48,3,12,8,16,0,1,5,13,3,0,0,5,4,204,102,4
250,3,0,22,0,7.33,-1,-1,0,0,5,6,10,0,0,0,2,204,102,4
188,4,0,17,4,4.25,6,4.25,0,0,5,12,11,0,0,0,1,204,102,4
61,0.2,0,6,1,18,2,6,0,0,5,1,0,0,0,0,1,204,102,4
62,4,0,34,2,8.5,12,17,0,0,5,11,8,0,0,2,3,204,102,4
54,4,0,25,0,6.25,-1,-1,0,0,4,10,11,0,0,2,1,205,103,4
52,4,0,38,2,9.5,12,19,0,0,4,12,6,0,0,2,4,205,103,4
220,4,0,44,3,11,8,14.67,0,0,4,12,4,0,0,4,4,205,103,4
55,2,0,24,0,12,-1,-1,0,0,4,2,6,0,0,3,1,205,103,4
50,3,0,34,0,11.33,-1,-1,0,1,4,5,9,0,0,3,2,205,103,4
48,3,0,37,0,12.33,-1,-1,0,0,4,3,9,0,0,4,2,205,103,4
39,4,0,17,2,4.25,12,8.5,2,0,3,11,11,2,0,0,0,206,103,4
32,1,0,12,0,12,-1,-1,0,0,3,2,2,0,0,1,1,206,103,4
226,2,0,31,0,15.5,-1,-1,1,1,3,3,5,0,0,3,2,206,103,4
33,2,0,26,0,13,-1,-1,1,0,3,3,5,0,0,2,2,206,103,4
35,4,0,38,1,9.5,24,38,0,0,3,9,8,2,0,2,3,206,103,4
36,3.1,0,35,0,11.05,-1,-1,0,0,3,7,5,0,0,6,1,206,103,4
203,3,0,47,0,15.67,-1,-1,0,0,3,4,5,0,0,6,3,206,103,4
135,3,0,23,1,7.67,18,23,0,0,1,9,5,0,0,3,1,207,104,4
141,4,0,38,2,9.5,12,19,0,0,1,5,14,0,0,3,2,207,104,4
214,4,0,55,1,13.75,24,55,2,0,1,7,7,0,0,7,3,207,104,4
14,4,0,36,1,9,24,36,0,0,1,9,10,0,0,2,3,207,104,4
6,1,0,7,0,7,-1,-1,0,0,1,2,3,0,0,1,0,207,104,4
12,4,0,33,2,8.25,12,16.5,0,1,1,10,10,0,0,4,1,207,104,4
80,4,0,42,2,10.5,12,21,0,0,6,5,12,0,0,6,1,208,104,4
81,4,0,29,0,7.25,-1,-1,0,0,6,7,13,1,0,2,1,208,104,4
229,4,0,53,0,13.25,-1,-1,0,0,6,6,9,0,0,5,4,208,104,4
251,4,0,36,1,9,24,36,0,0,6,7,12,0,0,3,2,208,104,4
76,4,0,31,3,7.75,8,10.33,0,0,6,10,9,0,0,4,1,208,104,4
203,3,0,33,0,11,-1,-1,0,0,3,4,7,2,0,4,1,209,105,4
39,4,0,37,0,9.25,-1,-1,0,0,3,5,13,0,0,6,0,209,105,4
35,4,0,35,1,8.75,24,35,0,0,3,8,11,0,0,3,2,209,105,4
33,3,0,28,1,9.33,18,28,0,0,3,4,10,0,0,3,1,209,105,4
32,2,0,25,0,12.5,-1,-1,0,0,3,2,7,0,0,0,3,209,105,4
198,4,0,30,2,7.5,12,15,0,0,3,13,6,0,0,3,2,209,105,4
201,2,0,30,1,15,12,30,0,0,2,5,2,0,0,1,4,210,105,4
230,4,0,28,0,7,-1,-1,0,0,2,7,14,0,0,2,1,210,105,4
26,4,0,27,0,6.75,-1,-1,0,0,2,9,11,0,0,4,0,210,105,4
23,2,0,18,0,9,-1,-1,0,0,2,2,8,0,0,1,1,210,105,4
25,4,0,40,0,10,-1,-1,0,0,2,8,10,0,0,3,3,210,105,4
27,4,0,36,1,9,24,36,0,0,2,5,14,0,0,4,1,210,105,4
50,4,0,40,1,10,24,40,0,0,4,7,12,0,0,1,4,211,106,4
48,1,0,5,0,5,-1,-1,0,0,4,1,5,0,0,0,0,211,106,4
52,4,0,33,1,8.25,24,33,0,0,4,11,7,0,0,5,1,211,106,4
220,4,0,37,1,9.25,24,37,0,0,4,9,9,0,0,4,2,211,106,4
53,4,0,33,2,8.25,12,16.5,0,0,4,11,7,1,0,3,2,211,106,4
