id,b_id,batsman,bowler,method,fielder,o_id,inn_id,m_id,t_id,bat_team,bow_team,score,for,overs,ball_color
395,9381,71,61,b,0,1546,79,40,2,24,28,176,1,18.3,z
396,9402,184,12,c,138,1549,80,40,2,28,24,15,1,1.6,y
397,9413,185,142,b,0,1551,80,40,2,28,24,26,2,3.5,y
398,9464,7,6,c,139,1560,80,40,2,28,24,84,3,12.1,z
399,9494,61,142,b,0,1565,80,40,2,28,24,136,4,17.1,y
400,9540,3,156,c,155,1572,81,41,2,23,25,25,1,4.5,g
401,9545,128,67,b,0,1573,81,41,2,23,25,27,2,5.4,y
402,9625,60,156,b,0,1586,81,41,2,23,25,136,3,18.5,g
403,9647,157,13,c,3,1590,82,41,2,25,23,25,1,2.3,g
404,9725,148,130,b,0,1603,82,41,2,25,23,137,2,15.2,y
405,9731,147,54,b,0,1604,82,41,2,25,23,143,3,16.2,g
406,9746,171,50,b,0,1606,83,42,2,27,22,2,1,0.5,y
407,9758,173,50,b,0,1608,83,42,2,27,22,22,2,2.5,y
408,9765,174,124,b,0,1609,83,42,2,27,22,33,3,3.6,y
409,9787,4,126,b,0,1613,83,42,2,27,22,57,4,7.4,y
410,9789,172,126,b,0,1613,83,42,2,27,22,58,5,7.6,y
411,9816,81,9,b,0,1618,83,42,2,27,22,87,6,12.3,y
412,9838,183,9,b,0,1622,83,42,2,27,22,105,7,16.1,y
413,9850,78,9,b,0,1624,83,42,2,27,22,115,8,18.1,y
414,9852,181,9,b,0,1624,83,42,2,27,22,115,9,18.3,y
415,9853,179,9,b,0,1624,83,42,2,27,22,115,10,18.4,y
416,9860,73,177,b,0,1626,84,42,2,22,27,6,1,1.1,y
417,9867,120,181,b,0,1627,84,42,2,22,27,14,2,2.2,y
418,9930,121,78,b,0,1637,84,42,2,22,27,87,3,12.2,y
419,9942,122,78,c,177,1639,84,42,2,22,27,103,4,14.1,y
420,9946,9,78,b,0,1639,84,42,2,22,27,103,5,14.5,y
421,9966,29,146,b,0,1643,85,43,2,21,24,2,1,1.2,y
422,9969,45,146,b,0,1643,85,43,2,21,24,2,2,1.5,y
423,9976,109,142,b,0,1644,85,43,2,21,24,15,3,2.6,r
424,9981,5,146,b,0,1645,85,43,2,21,24,22,4,3.5,y
425,10064,110,12,b,0,1659,85,43,2,21,24,144,5,17.1,y
426,10091,2,117,b,0,1663,86,43,2,24,21,15,1,1.4,y
427,10138,71,118,b,0,1671,86,43,2,24,21,64,2,9.3,y
428,10159,137,10,b,0,1674,86,43,2,24,21,95,3,12.5,r
429,10167,138,114,b,0,1676,86,43,2,24,21,106,4,14.1,r
430,10172,6,114,lbw,0,1676,86,43,2,24,21,107,5,14.6,r
431,10178,139,118,c,109,1677,86,43,2,24,21,119,6,15.6,y
432,10197,140,10,b,0,1681,86,43,2,24,21,146,7,19.1,y
433,10236,157,181,st,4,1687,87,44,2,25,27,33,1,5.3,z
434,10245,147,177,b,0,1688,87,44,2,25,27,53,2,6.6,y
435,10253,148,177,b,0,1690,87,44,2,25,27,70,3,8.2,y
436,10263,150,178,b,0,1691,87,44,2,25,27,78,4,9.6,z
437,10314,155,52,b,0,1700,87,44,2,25,27,161,5,18.2,y
438,10328,171,55,b,0,1702,88,44,2,27,25,6,1,0.4,z
439,10332,172,156,b,0,1703,88,44,2,27,25,8,2,1.2,y
440,10361,174,55,c,151,1708,88,44,2,27,25,35,3,6.1,z
441,10392,173,151,b,0,1713,88,44,2,27,25,81,4,11.1,y
442,10409,175,151,c,155,1715,88,44,2,27,25,99,5,13.6,y
443,10416,177,152,c,147,1716,88,44,2,27,25,108,6,14.4,z
444,10422,178,67,c,157,1717,88,44,2,27,25,117,7,15.4,y
445,10433,4,156,b,0,1719,88,44,2,27,25,131,8,17.3,y
446,10451,43,14,b,0,1722,89,45,2,21,26,0,1,0.3,y
447,10503,45,165,b,0,1731,89,45,2,21,26,81,2,9.1,g
448,10582,1,114,b,0,1743,90,45,2,26,21,9,1,1.5,y
449,10598,56,118,b,0,1746,90,45,2,26,21,27,2,4.3,g
450,10626,159,113,b,0,1751,90,45,2,26,21,63,3,9.1,y
451,10648,59,112,c,110,1754,90,45,2,26,21,87,4,12.5,g
452,10681,170,10,b,0,1760,90,45,2,26,21,145,5,18.2,g
453,10714,73,91,b,0,1765,91,46,2,22,25,21,1,3.4,y
454,10733,121,152,b,0,1768,91,46,2,22,25,49,2,6.4,y
455,10763,120,151,c,31,1773,91,46,2,22,25,87,3,11.4,y
456,10766,122,152,b,0,1774,91,46,2,22,25,91,4,12.1,y
457,10785,9,87,b,0,1777,91,46,2,22,25,117,5,15.1,y
458,10788,8,87,b,0,1777,91,46,2,22,25,118,6,15.4,y
459,10813,126,91,b,0,1781,91,46,2,22,25,161,7,19.5,y
460,10870,88,9,b,0,1791,92,46,2,25,22,76,1,9.1,y
461,10912,148,126,c,122,1798,92,46,2,25,22,139,2,16.1,y
462,10926,84,37,b,0,1801,93,47,2,21,24,6,1,0.2,y
463,10977,45,6,b,0,1809,93,47,2,21,24,51,2,8.4,y
464,11018,29,142,b,0,1816,93,47,2,21,24,91,3,15.1,g
465,11034,5,142,b,0,1818,93,47,2,21,24,111,4,17.5,g
466,11056,2,117,b,0,1822,94,47,2,24,21,9,1,1.3,y
467,11058,137,117,b,0,1822,94,47,2,24,21,9,2,1.5,y
468,11070,138,117,b,0,1824,94,47,2,24,21,15,3,3.5,y
469,11093,71,117,b,0,1828,94,47,2,24,21,57,4,7.3,y
470,11106,140,10,b,0,1830,94,47,2,24,21,75,5,9.4,y
471,11125,139,112,c,5,1833,94,47,2,24,21,95,6,12.5,g
472,11179,29,124,b,0,1842,95,48,2,21,22,18,1,1.5,z
473,11264,45,80,c,123,1856,95,48,2,21,22,137,2,15.5,z
474,11289,119,126,c,9,1860,95,48,2,21,22,191,3,19.6,z
475,11341,120,113,b,0,1869,96,48,2,22,21,73,1,8.3,z
476,11347,73,112,c,110,1870,96,48,2,22,21,77,2,9.3,y
477,11385,121,114,b,0,1876,96,48,2,22,21,138,3,15.4,y
478,11400,122,10,b,0,1879,96,48,2,22,21,164,4,18.1,z
479,11433,29,91,b,0,1884,97,49,2,21,25,31,1,3.3,r
480,11488,45,153,b,0,1893,97,49,2,21,25,86,2,12.4,y
481,11505,84,87,b,0,1896,97,49,2,21,25,117,3,15.2,r
482,11514,5,153,b,0,1897,97,49,2,21,25,128,4,16.5,y
483,11517,112,87,c,148,1898,97,49,2,21,25,133,5,17.2,r
484,11535,88,10,b,0,1901,98,49,2,25,21,0,1,0.2,r
485,11668,28,41,b,0,1923,99,50,3,41,40,28,1,2.2,y
486,11691,3,135,lbw,0,1927,99,50,3,41,40,64,2,6.1,y
487,11694,121,135,b,0,1927,99,50,3,41,40,68,3,6.4,y
488,11697,148,23,b,0,1928,99,50,3,41,40,69,4,7.1,y
489,11757,62,41,c,18,1937,99,50,3,41,40,155,5,16.6,y
490,11767,228,41,b,0,1939,99,50,3,41,40,173,6,18.4,y
