id,over_no,balls,runs,wides,noballs,bowler,score,for,inn_id,m_id,t_id,c1,c2,c3,dots,c4,c6,extras,wickets,byes,ball_color
3414,9,6,5,0,0,23,49,2,176,88,4,5,0,0,1,0,0,0,0,0,y
3415,10,6,13,0,0,22,62,2,176,88,4,3,0,0,1,1,1,0,0,0,y
3416,11,6,11,0,0,23,73,2,176,88,4,3,0,0,1,2,0,0,0,0,y
3417,12,6,10,0,0,27,83,2,176,88,4,2,0,0,2,2,0,0,0,0,y
3418,13,6,6,0,0,23,89,2,176,88,4,6,0,0,0,0,0,0,0,0,y
3419,14,6,11,0,0,27,100,2,176,88,4,3,0,0,1,2,0,0,0,0,y
3420,15,6,17,0,0,22,117,2,176,88,4,3,0,0,0,2,1,0,0,0,y
3421,16,6,19,0,0,26,136,2,176,88,4,1,0,0,1,3,1,0,0,0,y
3422,17,6,5,0,0,25,141,4,176,88,4,1,0,0,4,1,0,0,2,0,y
3423,18,6,6,0,0,27,147,5,176,88,4,2,0,0,3,1,0,0,1,0,y
3424,19,6,2,0,0,26,149,6,176,88,4,2,0,0,4,0,0,0,1,0,y
3425,20,6,14,0,0,27,163,6,176,88,4,2,1,0,1,1,1,0,0,0,y
3426,1,6,7,0,0,35,7,0,177,89,4,3,0,0,2,1,0,0,0,0,y
3427,2,6,12,0,0,198,19,0,177,89,4,2,0,0,2,1,1,0,0,0,y
3428,3,6,2,0,0,35,21,1,177,89,4,2,0,0,4,0,0,0,1,0,y
3429,4,6,10,0,0,233,31,1,177,89,4,2,1,0,2,0,1,0,0,0,y
3430,5,6,10,0,0,35,41,2,177,89,4,0,0,0,4,1,1,0,1,0,y
3431,6,6,17,0,0,198,58,2,177,89,4,1,0,0,2,1,2,0,0,0,y
3432,7,6,13,0,1,32,71,2,177,89,4,2,0,0,3,1,1,1,0,0,y
3433,8,6,11,0,0,39,82,2,177,89,4,3,0,0,1,2,0,0,0,0,y
3434,9,6,7,0,0,33,89,2,177,89,4,3,0,0,2,1,0,0,0,0,y
3435,10,6,10,0,0,32,99,2,177,89,4,2,0,0,2,2,0,0,0,0,y
3436,11,6,8,0,0,39,107,2,177,89,4,4,0,0,1,1,0,0,0,0,y
3437,12,6,3,0,0,233,110,4,177,89,4,3,0,0,3,0,0,0,2,0,y
3438,13,6,17,0,1,33,127,4,177,89,4,2,0,0,2,2,1,1,0,0,y
3439,14,6,8,0,0,233,135,4,177,89,4,4,0,0,1,1,0,0,0,0,y
3440,15,6,17,0,0,39,152,4,177,89,4,3,0,0,0,2,1,0,0,0,y
3441,16,6,11,0,0,198,163,4,177,89,4,3,0,0,1,2,0,0,0,0,y
3442,17,6,11,0,0,33,174,4,177,89,4,3,0,0,1,2,0,0,0,0,y
3443,18,6,7,0,0,35,181,4,177,89,4,3,0,0,2,1,0,0,0,0,y
3444,19,6,11,0,0,233,192,4,177,89,4,3,0,0,1,2,0,0,0,0,y
3445,20,6,7,0,0,198,199,4,177,89,4,3,0,0,2,1,0,0,0,0,y
3446,1,6,1,0,0,234,1,1,178,89,4,1,0,0,5,0,0,0,1,0,y
3447,2,6,19,0,0,65,20,1,178,89,4,1,0,0,2,0,3,0,0,0,y
3448,3,6,4,0,0,234,24,1,178,89,4,4,0,0,2,0,0,0,0,0,y
3449,4,6,9,0,0,188,33,1,178,89,4,3,0,0,2,0,1,0,0,0,y
3450,5,6,2,0,0,234,35,2,178,89,4,2,0,0,4,0,0,0,1,0,y
3451,6,6,6,0,0,62,41,2,178,89,4,2,0,0,3,1,0,0,0,0,y
3452,7,6,12,0,0,234,53,2,178,89,4,2,0,0,2,1,1,0,0,0,y
3453,8,6,10,0,0,62,63,2,178,89,4,4,0,0,1,0,1,0,0,0,y
3454,9,6,0,0,0,188,63,4,178,89,4,0,0,0,6,0,0,0,2,0,y
3455,10,6,8,0,0,63,71,4,178,89,4,4,0,0,1,1,0,0,0,0,y
3456,11,6,15,0,0,188,86,4,178,89,4,3,0,0,1,0,2,0,0,0,y
3457,12,6,16,0,0,63,102,4,178,89,4,2,0,0,1,2,1,0,0,0,y
3458,13,6,16,0,0,139,118,4,178,89,4,2,0,0,1,2,1,0,0,0,y
3459,14,6,1,0,0,65,119,6,178,89,4,1,0,0,5,0,0,0,2,0,y
3460,15,6,2,0,0,188,121,8,178,89,4,2,0,0,4,0,0,0,2,0,y
3461,16,6,3,0,0,65,124,8,178,89,4,3,0,0,3,0,0,0,0,0,y
3462,17,6,4,0,0,62,128,8,178,89,4,4,0,0,2,0,0,0,0,0,y
3463,18,6,1,0,0,65,129,9,178,89,4,1,0,0,5,0,0,0,1,0,y
3464,19,6,4,0,0,63,133,9,178,89,4,4,0,0,2,0,0,0,0,0,y
3465,20,2,1,0,0,62,134,10,178,89,4,1,0,0,1,0,0,0,1,0,y
3466,1,6,2,0,0,25,2,0,179,90,4,2,0,0,4,0,0,0,0,0,y
3467,2,6,7,0,0,26,9,1,179,90,4,1,0,0,4,0,1,0,1,0,r
3468,3,6,6,0,0,25,15,2,179,90,4,2,0,0,3,1,0,0,1,0,y
3469,4,6,6,0,0,26,21,3,179,90,4,2,0,0,3,1,0,0,1,0,r
3470,5,6,12,0,0,25,33,3,179,90,4,2,0,0,2,1,1,0,0,0,y
3471,6,6,12,0,0,26,45,3,179,90,4,2,0,0,2,1,1,0,0,0,r
3472,7,6,10,0,0,22,55,3,179,90,4,4,0,0,1,0,1,0,0,0,y
3473,8,6,12,0,0,23,67,3,179,90,4,4,0,0,0,2,0,0,0,0,r
3474,9,6,13,0,0,27,80,3,179,90,4,3,0,0,1,1,1,0,0,0,y
3475,10,6,10,0,0,241,90,3,179,90,4,4,0,0,1,0,1,0,0,0,r
3476,11,6,9,0,0,22,99,3,179,90,4,3,0,0,2,0,1,0,0,0,y
3477,12,6,14,1,0,23,113,4,179,90,4,1,0,0,2,3,0,1,1,0,r
3478,13,6,12,1,0,22,125,4,179,90,4,3,0,0,1,2,0,1,0,0,y
3479,14,6,5,1,0,27,130,5,179,90,4,4,0,0,2,0,0,1,1,0,r
3480,15,6,2,0,0,22,132,6,179,90,4,2,0,0,4,0,0,0,1,0,y
3481,16,6,8,0,0,27,140,6,179,90,4,4,0,0,1,1,0,0,0,0,r
3482,17,6,5,0,0,241,145,6,179,90,4,5,0,0,1,0,0,0,0,0,y
3483,18,6,9,0,0,27,154,6,179,90,4,3,0,0,2,0,1,0,0,0,r
3484,19,6,8,0,0,25,162,6,179,90,4,4,0,0,1,1,0,0,0,0,y
3485,20,6,7,0,0,26,169,6,179,90,4,3,0,0,2,1,0,0,0,0,r
3486,1,6,5,0,0,10,5,0,180,90,4,3,1,0,2,0,0,0,0,0,r
3487,2,6,4,0,0,12,9,0,180,90,4,4,0,0,2,0,0,0,0,0,y
3488,3,6,9,0,0,10,18,0,180,90,4,3,0,0,2,0,1,0,0,0,r
3489,4,6,2,0,0,12,20,1,180,90,4,2,0,0,4,0,0,0,1,0,y
3490,5,6,7,0,0,13,27,1,180,90,4,3,0,0,2,1,0,0,0,0,r
3491,6,6,4,0,0,126,31,1,180,90,4,4,0,0,2,0,0,0,0,0,y
3492,7,6,12,0,0,13,43,2,180,90,4,2,0,0,2,1,1,0,1,0,r
3493,8,6,6,0,0,9,49,4,180,90,4,2,0,0,3,1,0,0,2,0,y
3494,9,6,10,0,0,13,59,4,180,90,4,4,0,0,1,0,1,0,0,0,r
3495,10,6,7,0,0,9,66,5,180,90,4,3,0,0,2,1,0,0,1,0,y
3496,11,6,9,0,0,126,75,5,180,90,4,3,0,0,2,0,1,0,0,0,r
3497,12,6,11,0,0,9,86,5,180,90,4,3,0,0,1,2,0,0,0,0,y
3498,13,6,7,0,0,126,93,6,180,90,4,3,0,0,2,1,0,0,1,0,r
3499,14,6,8,0,0,12,101,6,180,90,4,4,0,0,1,1,0,0,0,0,y
3500,15,6,3,0,0,13,104,9,180,90,4,3,0,0,3,0,0,0,3,0,r
3501,16,1,0,0,0,12,104,10,180,90,4,0,0,0,1,0,0,0,1,0,y
3502,1,6,4,0,0,54,4,0,181,91,4,4,0,0,2,0,0,0,0,0,y
3503,2,6,0,0,0,52,4,2,181,91,4,0,0,0,6,0,0,0,2,0,y
3504,3,6,6,0,0,54,10,3,181,91,4,2,0,0,3,1,0,0,1,0,y
3505,4,6,8,0,0,52,18,3,181,91,4,2,0,0,3,0,1,0,0,0,y
3506,5,6,9,0,0,54,27,3,181,91,4,3,0,0,2,0,1,0,0,0,y
3507,6,6,11,0,0,52,38,3,181,91,4,1,0,0,3,1,1,0,0,0,y
3508,7,6,13,0,0,50,51,3,181,91,4,1,0,0,2,3,0,0,0,0,y
3509,8,6,8,0,0,220,59,3,181,91,4,4,0,0,1,1,0,0,0,0,y
3510,9,6,6,0,0,55,65,3,181,91,4,6,0,0,0,0,0,0,0,0,y
3511,10,6,5,0,0,220,70,3,181,91,4,5,0,0,1,0,0,0,0,0,y
3512,11,6,6,0,0,55,76,3,181,91,4,6,0,0,0,0,0,0,0,0,y
3513,12,6,3,0,0,50,79,5,181,91,4,3,0,0,3,0,0,0,2,0,y
3514,13,6,3,0,0,55,82,6,181,91,4,3,0,0,3,0,0,0,1,0,y
3515,14,6,5,0,0,50,87,6,181,91,4,1,0,0,4,1,0,0,0,0,y
3516,15,6,13,0,0,55,100,7,181,91,4,1,1,0,2,1,1,0,1,0,y
3517,16,6,3,0,0,220,103,7,181,91,4,3,0,0,3,0,0,0,0,0,y
3518,17,6,6,0,0,50,109,8,181,91,4,2,0,0,3,1,0,0,1,0,y
3519,18,6,6,0,0,52,115,9,181,91,4,0,1,0,4,1,0,0,1,0,y
3520,19,4,6,0,0,220,121,10,181,91,4,2,0,0,1,1,0,0,1,0,y
3521,1,6,17,0,0,78,17,0,182,91,4,1,0,0,2,1,2,0,0,0,y
3522,2,6,14,0,0,229,31,0,182,91,4,2,0,0,2,0,2,0,0,0,y
3523,3,6,8,0,0,80,39,0,182,91,4,4,0,0,1,1,0,0,0,0,y
3524,4,6,8,0,0,79,47,1,182,91,4,2,0,0,3,0,1,0,1,0,y
3525,5,6,3,0,0,81,50,1,182,91,4,3,0,0,3,0,0,0,0,0,y
3526,6,6,1,0,0,79,51,3,182,91,4,1,0,0,5,0,0,0,2,0,y
3527,7,6,11,0,0,81,62,3,182,91,4,3,0,0,1,2,0,0,0,0,y
3528,8,6,18,0,0,79,80,3,182,91,4,2,0,0,1,1,2,0,0,0,y
3529,9,6,15,0,0,78,95,3,182,91,4,1,0,0,2,2,1,0,0,0,y
3530,10,6,11,0,0,80,106,3,182,91,4,5,0,0,0,0,1,0,0,0,y
3531,11,6,9,0,0,229,115,4,182,91,4,1,0,0,3,2,0,0,1,0,y
3532,12,6,4,0,0,79,119,4,182,91,4,4,0,0,2,0,0,0,0,0,y
3533,13,3,8,0,0,81,127,4,182,91,4,2,0,0,0,0,1,0,0,0,y
3534,1,6,1,0,0,89,1,1,183,92,4,1,0,0,5,0,0,0,1,0,g
3535,2,6,2,0,0,91,3,1,183,92,4,2,0,0,4,0,0,0,0,0,y
3536,3,6,14,0,0,89,17,1,183,92,4,2,0,0,2,0,2,0,0,0,g
3537,4,6,6,0,0,91,23,2,183,92,4,0,0,0,5,0,1,0,1,0,y
3538,5,6,3,0,0,162,26,2,183,92,4,3,0,0,3,0,0,0,0,0,g
3539,6,6,7,0,0,94,33,2,183,92,4,3,0,0,2,1,0,0,0,0,y
3540,7,6,11,0,0,92,44,2,183,92,4,3,0,0,1,2,0,0,0,0,g
3541,8,6,9,0,0,94,53,2,183,92,4,3,0,0,2,0,1,0,0,0,y
3542,9,6,7,0,0,92,60,2,183,92,4,5,1,0,0,0,0,0,0,0,g
3543,10,6,13,0,0,94,73,2,183,92,4,3,0,0,1,1,1,0,0,0,y
3544,11,6,5,0,0,92,78,2,183,92,4,5,0,0,1,0,0,0,0,0,g
3545,12,6,7,0,0,87,85,3,183,92,4,3,0,0,2,1,0,0,1,0,y
3546,13,6,4,0,0,162,89,3,183,92,4,4,0,0,2,0,0,0,0,0,g
3547,14,6,0,0,0,87,89,5,183,92,4,0,0,0,6,0,0,0,2,0,y
3548,15,6,19,0,0,91,108,5,183,92,4,1,0,0,2,0,3,0,0,0,g
3549,16,6,10,0,0,87,118,5,183,92,4,4,0,0,1,0,1,0,0,0,y
3550,17,6,10,0,0,162,128,5,183,92,4,4,0,0,1,0,1,0,0,0,g
3551,18,6,5,0,0,91,133,5,183,92,4,5,0,0,1,0,0,0,0,0,y
3552,19,6,12,0,0,162,145,5,183,92,4,2,1,0,1,2,0,0,0,0,g
3553,20,6,17,0,0,87,162,5,183,92,4,1,0,0,1,4,0,0,0,0,y
3554,1,6,3,0,0,98,3,0,184,92,4,3,0,0,3,0,0,0,0,0,y
3555,2,6,4,0,0,257,7,1,184,92,4,0,0,0,5,1,0,0,1,0,g
3556,3,6,13,0,0,98,20,1,184,92,4,1,0,0,2,3,0,0,0,0,y
3557,4,6,2,0,0,257,22,1,184,92,4,2,0,0,4,0,0,0,0,0,g
3558,5,6,12,0,0,105,34,1,184,92,4,2,0,0,2,1,1,0,0,0,y
3559,6,6,3,0,0,257,37,1,184,92,4,3,0,0,3,0,0,0,0,0,g
3560,7,6,10,0,0,98,47,1,184,92,4,4,0,0,1,0,1,0,0,0,y
3561,8,6,1,0,0,108,48,2,184,92,4,1,0,0,5,0,0,0,1,0,g
3562,9,6,10,0,0,98,58,2,184,92,4,4,0,0,1,0,1,0,0,0,y
3563,10,6,10,0,0,108,68,2,184,92,4,4,0,0,1,0,1,0,0,0,g
3564,11,6,4,0,0,105,72,2,184,92,4,4,0,0,2,0,0,0,0,0,y
3565,12,6,8,1,0,106,80,2,184,92,4,3,0,0,2,1,0,1,0,0,g
3566,13,6,5,0,0,105,85,2,184,92,4,5,0,0,1,0,0,0,0,0,y
3567,14,6,9,0,0,106,94,2,184,92,4,3,0,0,2,0,1,0,0,0,g
3568,15,6,9,0,0,105,103,2,184,92,4,3,0,0,2,0,1,0,0,0,y
3569,16,6,16,0,0,108,119,2,184,92,4,2,0,0,1,2,1,0,0,0,g
3570,17,6,18,0,0,106,137,2,184,92,4,0,0,0,2,3,1,0,0,0,y
3571,18,6,10,0,0,257,147,2,184,92,4,2,0,0,2,2,0,0,0,0,g
3572,19,6,9,0,0,106,156,2,184,92,4,3,0,0,2,0,1,0,0,0,y
3573,20,4,7,0,0,108,163,2,184,92,4,1,1,0,1,1,0,0,0,0,g
3574,1,6,11,0,0,79,11,0,185,93,4,1,0,0,3,1,1,0,0,0,y
3575,2,6,7,0,0,229,18,1,185,93,4,1,0,0,4,0,1,0,1,0,y
3576,3,6,7,0,0,79,25,1,185,93,4,1,0,0,4,0,1,0,0,0,y
3577,4,6,5,0,0,229,30,1,185,93,4,1,0,0,4,1,0,0,0,0,y
3578,5,6,6,0,0,78,36,2,185,93,4,0,0,0,5,0,1,0,1,0,y
3579,6,6,8,0,0,81,44,2,185,93,4,2,0,0,3,0,1,0,0,0,y
3580,7,6,14,0,0,78,58,2,185,93,4,2,0,0,1,3,0,0,0,0,y
3581,8,6,7,0,0,236,65,2,185,93,4,3,0,0,2,1,0,0,0,0,y
3582,9,6,4,0,0,81,69,2,185,93,4,4,0,0,2,0,0,0,0,0,y
3583,10,6,11,0,0,236,80,2,185,93,4,3,0,0,1,2,0,0,0,0,y
3584,11,6,5,0,0,79,85,2,185,93,4,5,0,0,1,0,0,0,0,0,y
3585,12,6,8,0,0,236,93,2,185,93,4,4,0,0,1,1,0,0,0,0,y
3586,13,6,9,1,0,79,102,2,185,93,4,4,0,0,1,1,0,1,0,0,y
3587,14,6,9,0,0,236,111,3,185,93,4,1,0,0,3,2,0,0,1,0,y
3588,15,6,16,0,0,229,127,3,185,93,4,2,0,0,1,2,1,0,0,0,y
3589,16,6,17,0,0,78,144,3,185,93,4,1,1,0,1,2,1,0,0,0,y
3590,17,6,6,0,0,81,150,3,185,93,4,2,0,0,3,1,0,0,0,0,y
3591,18,6,12,0,0,229,162,3,185,93,4,0,0,0,3,3,0,0,0,0,y
3592,19,6,16,0,0,81,178,3,185,93,4,2,0,0,1,2,1,0,0,0,y
3593,20,6,17,0,0,78,195,3,185,93,4,1,0,0,2,1,2,0,0,0,y
3594,1,6,4,0,0,65,4,0,186,93,4,4,0,0,2,0,0,0,0,0,y
3595,2,6,8,0,0,234,12,0,186,93,4,2,0,0,3,0,1,0,0,0,y
3596,3,6,19,0,0,65,31,0,186,93,4,1,0,0,2,0,3,0,0,0,y
3597,4,6,8,0,0,188,39,1,186,93,4,2,0,0,3,0,1,0,1,0,y
3598,5,6,13,0,0,234,52,1,186,93,4,1,0,0,3,0,2,0,0,0,y
3599,6,6,1,0,0,62,53,2,186,93,4,1,0,0,5,0,0,0,1,0,y
3600,7,6,10,0,0,123,63,2,186,93,4,4,0,0,1,0,1,0,0,0,y
3601,8,6,12,0,0,62,75,3,186,93,4,2,0,0,2,1,1,0,1,0,y
3602,9,6,10,0,0,234,85,4,186,93,4,1,0,1,3,0,1,0,1,0,y
3603,10,6,10,0,1,62,95,4,186,93,4,3,0,0,3,0,1,1,0,0,y
3604,11,6,5,0,0,188,100,4,186,93,4,5,0,0,1,0,0,0,0,0,y
3605,12,6,16,0,0,123,116,4,186,93,4,2,0,0,1,2,1,0,0,0,y
3606,13,6,12,0,0,188,128,5,186,93,4,2,0,0,2,1,1,0,1,0,y
3607,14,6,6,0,0,234,134,5,186,93,4,2,0,0,3,1,0,0,0,0,y
3608,15,6,4,0,0,65,138,5,186,93,4,4,0,0,2,0,0,0,0,0,y
3609,16,6,8,0,0,188,146,5,186,93,4,4,0,0,1,1,0,0,0,0,y
3610,17,6,8,0,0,65,154,5,186,93,4,4,0,0,1,1,0,0,0,0,y
3611,18,6,11,0,0,123,165,5,186,93,4,3,0,0,1,2,0,0,0,0,y
3612,19,6,21,0,0,62,186,5,186,93,4,1,0,0,1,2,2,0,0,0,y
3613,20,6,6,0,0,61,192,6,186,93,4,0,1,0,4,1,0,0,1,0,y
3614,1,6,3,0,0,54,3,0,187,94,4,3,0,0,3,0,0,0,0,0,y
3615,2,6,3,0,0,52,6,0,187,94,4,3,0,0,3,0,0,0,0,0,y
3616,3,6,11,0,0,54,17,0,187,94,4,1,0,0,3,1,1,0,0,0,y
3617,4,6,1,0,0,52,18,1,187,94,4,1,0,0,5,0,0,0,1,0,y
3618,5,6,10,0,0,220,28,1,187,94,4,0,0,0,4,1,1,0,0,0,y
3619,6,6,8,0,0,52,36,1,187,94,4,0,0,0,4,2,0,0,0,0,y
3620,7,6,10,0,0,55,46,1,187,94,4,4,0,0,1,0,1,0,0,0,y
3621,8,6,5,0,0,50,51,2,187,94,4,1,0,0,4,1,0,0,1,0,y
3622,9,6,5,0,0,55,56,2,187,94,4,5,0,0,1,0,0,0,0,0,y
3623,10,6,8,0,0,50,64,4,187,94,4,0,0,0,4,2,0,0,2,0,y
3624,11,6,8,0,0,55,72,4,187,94,4,4,0,0,1,1,0,0,0,0,y
3625,12,6,13,0,0,50,85,5,187,94,4,1,0,0,2,3,0,0,1,0,y
3626,13,6,2,0,0,220,87,6,187,94,4,2,0,0,4,0,0,0,1,0,y
3627,14,6,13,0,0,50,100,6,187,94,4,3,0,0,1,1,1,0,0,0,y
3628,15,6,6,0,0,220,106,6,187,94,4,4,1,0,1,0,0,0,0,0,y
3629,16,6,7,0,0,54,113,6,187,94,4,3,0,0,2,1,0,0,0,0,y
3630,17,6,8,0,0,55,121,6,187,94,4,4,0,0,1,1,0,0,0,0,y
3631,18,6,7,0,0,220,128,6,187,94,4,3,0,0,2,1,0,0,0,0,y
3632,19,6,24,0,0,52,152,6,187,94,4,0,0,0,1,3,2,0,0,0,y
3633,20,6,11,0,0,54,163,6,187,94,4,1,1,0,2,2,0,0,0,0,y
3634,1,6,12,0,0,10,12,0,188,94,4,2,0,0,2,1,1,0,0,0,y
3635,2,6,8,0,0,12,20,0,188,94,4,2,0,0,3,0,1,0,0,0,y
3636,3,6,8,1,0,13,28,0,188,94,4,3,0,0,2,1,0,1,0,0,y
3637,4,6,3,0,0,12,31,1,188,94,4,3,0,0,3,0,0,0,1,0,y
3638,5,6,11,0,0,126,42,1,188,94,4,1,0,0,3,1,1,0,0,0,y
3639,6,6,10,0,1,10,52,1,188,94,4,1,0,0,4,2,0,1,0,0,y
3640,7,6,5,0,0,9,57,1,188,94,4,5,0,0,1,0,0,0,0,0,y
3641,8,6,9,0,0,13,66,2,188,94,4,1,0,0,3,2,0,0,1,0,y
3642,9,6,3,0,0,9,69,3,188,94,4,3,0,0,3,0,0,0,1,0,y
3643,10,6,4,0,0,13,73,3,188,94,4,4,0,0,2,0,0,0,0,0,y
3644,11,6,6,0,0,9,79,4,188,94,4,2,0,0,3,1,0,0,1,0,y
3645,12,6,8,0,0,126,87,4,188,94,4,4,0,0,1,1,0,0,0,0,y
3646,13,6,4,0,0,9,91,4,188,94,4,4,0,0,2,0,0,0,0,0,y
3647,14,6,10,0,0,126,101,4,188,94,4,2,0,0,2,2,0,0,0,0,y
3648,15,6,8,1,0,13,109,4,188,94,4,3,0,0,2,1,0,1,0,0,y
3649,16,6,3,0,0,10,112,5,188,94,4,3,0,0,3,0,0,0,1,0,y
3650,17,6,22,0,0,12,134,5,188,94,4,2,0,0,0,2,2,0,0,0,y
3651,18,6,10,0,0,10,144,6,188,94,4,2,0,0,2,2,0,0,1,0,y
3652,19,6,11,0,0,126,155,6,188,94,4,1,1,0,2,2,0,0,0,0,y
3653,20,6,5,0,0,12,160,6,188,94,4,5,0,0,1,0,0,0,0,0,y
3654,1,6,5,0,0,36,5,1,189,95,4,1,0,0,4,1,0,0,1,0,y
3655,2,6,4,0,0,35,9,1,189,95,4,4,0,0,2,0,0,0,0,0,y
3656,3,6,0,0,0,36,9,2,189,95,4,0,0,0,6,0,0,0,1,0,y
3657,4,6,1,0,0,35,10,3,189,95,4,1,0,0,5,0,0,0,1,0,y
3658,5,6,3,0,0,36,13,3,189,95,4,3,0,0,3,0,0,0,0,0,y
3659,6,6,4,0,0,35,17,3,189,95,4,4,0,0,2,0,0,0,0,0,y
3660,7,6,16,0,0,233,33,4,189,95,4,0,0,0,3,1,2,0,1,0,y
3661,8,6,5,0,0,226,38,6,189,95,4,1,0,0,4,1,0,0,2,0,y
3662,9,6,1,0,0,233,39,6,189,95,4,1,0,0,5,0,0,0,0,0,y
3663,10,6,15,0,0,226,54,6,189,95,4,3,0,0,1,0,2,0,0,0,y
3664,11,6,2,0,0,233,56,6,189,95,4,2,0,0,4,0,0,0,0,0,y
3665,12,6,14,0,0,203,70,6,189,95,4,2,0,0,2,0,2,0,0,0,y
3666,13,6,12,0,0,226,82,6,189,95,4,2,0,0,2,1,1,0,0,0,y
3667,14,6,12,0,0,36,94,6,189,95,4,2,0,0,2,1,1,0,0,0,y
3668,15,6,12,0,0,33,106,6,189,95,4,2,0,0,2,1,1,0,0,0,y
3669,16,6,6,0,0,203,112,7,189,95,4,2,0,0,3,1,0,0,1,0,y
3670,17,6,9,0,0,35,121,7,189,95,4,1,0,0,3,2,0,0,0,0,y
3671,18,6,4,0,0,203,125,7,189,95,4,4,0,0,2,0,0,0,0,0,y
3672,19,6,7,0,0,233,132,8,189,95,4,1,1,0,3,1,0,0,1,0,y
3673,20,6,8,0,0,203,140,8,189,95,4,2,1,0,2,1,0,0,0,0,y
3674,1,6,12,0,0,91,12,0,190,95,4,2,0,0,2,1,1,0,0,0,y
3675,2,6,7,0,0,162,19,0,190,95,4,3,0,0,2,1,0,0,0,0,y
3676,3,6,2,0,0,93,21,1,190,95,4,2,0,0,4,0,0,0,1,0,y
3677,4,6,17,0,0,91,38,1,190,95,4,1,0,0,2,1,2,0,0,0,y
3678,5,6,7,0,0,93,45,1,190,95,4,3,0,0,2,1,0,0,0,0,y
3679,6,6,10,0,0,162,55,1,190,95,4,4,0,0,1,0,1,0,0,0,y
3680,7,6,11,0,0,225,66,1,190,95,4,3,0,0,1,2,0,0,0,0,y
3681,8,6,9,0,0,92,75,1,190,95,4,5,0,0,0,1,0,0,0,0,y
3682,9,6,9,0,0,87,84,1,190,95,4,3,1,0,1,1,0,0,0,0,y
3683,10,6,12,0,0,92,96,1,190,95,4,4,0,0,0,2,0,0,0,0,y
3684,11,6,8,0,0,93,104,2,190,95,4,2,0,0,3,0,1,0,1,0,y
3685,12,6,12,0,1,225,116,2,190,95,4,3,0,0,2,2,0,1,0,0,y
3686,13,6,21,0,0,93,137,2,190,95,4,3,0,0,0,0,3,0,0,0,y
3687,14,1,6,0,0,91,143,2,190,95,4,0,0,0,0,0,1,0,0,0,y
3688,1,6,10,0,0,257,10,1,191,96,4,0,0,0,4,1,1,0,1,0,r
3689,2,6,3,0,0,98,13,1,191,96,4,3,0,0,3,0,0,0,0,0,y
3690,3,6,14,0,0,257,27,1,191,96,4,2,0,0,2,0,2,0,0,0,r
3691,4,6,14,0,0,98,41,1,191,96,4,4,0,0,0,1,1,0,0,0,y
3692,5,6,9,0,0,108,50,1,191,96,4,3,0,0,2,0,1,0,0,0,r
3693,6,6,9,0,0,105,59,2,191,96,4,3,0,0,2,0,1,0,1,0,y
3694,7,6,9,0,0,108,68,2,191,96,4,3,0,0,2,0,1,0,0,0,r
3695,8,6,8,0,0,105,76,2,191,96,4,4,0,0,1,1,0,0,0,0,y
3696,9,6,8,0,0,106,84,2,191,96,4,2,0,0,3,0,1,0,0,0,r
3697,10,6,16,0,0,98,100,2,191,96,4,2,0,0,1,2,1,0,0,0,y
3698,11,6,12,0,0,106,112,2,191,96,4,2,0,0,2,1,1,0,0,0,r
3699,12,6,13,0,0,105,125,2,191,96,4,3,0,0,1,1,1,0,0,0,y
3700,13,6,11,0,1,257,136,2,191,96,4,4,1,0,1,1,0,1,0,0,r
3701,14,6,8,0,0,98,144,2,191,96,4,4,0,0,1,1,0,0,0,0,y
3702,15,6,6,0,0,101,150,2,191,96,4,6,0,0,0,0,0,0,0,0,r
3703,16,6,11,0,0,106,161,2,191,96,4,3,0,0,1,2,0,0,0,0,y
3704,17,6,7,0,0,108,168,2,191,96,4,3,0,0,2,1,0,0,0,0,r
3705,18,6,15,0,0,106,183,2,191,96,4,2,0,1,1,1,1,0,0,0,y
3706,19,6,14,0,0,108,197,2,191,96,4,0,1,0,2,3,0,0,0,0,r
3707,20,6,2,0,0,257,199,3,191,96,4,2,0,0,4,0,0,0,1,0,y
3708,1,6,17,0,0,25,17,0,192,96,4,1,0,0,2,1,2,0,0,0,y
3709,2,6,14,0,0,26,31,0,192,96,4,2,0,0,2,0,2,0,0,0,r
3710,3,6,7,0,0,22,38,0,192,96,4,3,0,0,2,1,0,0,0,0,y
3711,4,6,9,0,0,26,47,0,192,96,4,3,0,0,2,0,1,0,0,0,r
3712,5,6,6,0,0,22,53,0,192,96,4,2,0,0,3,1,0,0,0,0,y
3713,6,6,13,0,0,27,66,0,192,96,4,1,0,0,3,0,2,0,0,0,r
3714,7,6,16,0,0,22,82,0,192,96,4,2,0,0,1,2,1,0,0,0,y
3715,8,6,9,0,0,23,91,1,192,96,4,1,1,0,3,0,1,0,1,0,r
3716,9,6,8,0,0,201,99,1,192,96,4,4,0,0,1,1,0,0,0,0,y
3717,10,6,6,0,0,23,105,1,192,96,4,6,0,0,0,0,0,0,0,0,r
3718,11,6,3,0,0,201,108,2,192,96,4,3,0,0,3,0,0,0,1,0,y
3719,12,6,8,0,0,23,116,2,192,96,4,4,0,0,1,1,0,0,0,0,r
3720,13,6,2,0,0,201,118,3,192,96,4,2,0,0,4,0,0,0,1,0,y
3721,14,6,14,0,0,23,132,3,192,96,4,4,0,0,0,1,1,0,0,0,r
3722,15,6,13,0,0,201,145,4,192,96,4,3,0,0,1,1,1,0,1,0,y
