id,over_no,balls,runs,wides,noballs,bowler,score,for,inn_id,m_id,t_id,c1,c2,c3,dots,c4,c6,extras,wickets,byes,ball_color
3105,11,6,10,0,0,135,74,5,160,80,3,2,0,0,2,2,0,0,0,0,y
3106,12,6,7,0,1,23,81,5,160,80,3,4,1,0,2,0,0,1,0,0,g
3107,13,6,5,0,0,6,86,5,160,80,3,5,0,0,1,0,0,0,0,0,y
3108,14,6,14,1,0,23,100,5,160,80,3,3,0,0,1,1,1,1,0,0,g
3109,15,6,6,0,0,6,106,6,160,80,3,2,0,0,3,1,0,0,1,0,y
3110,16,6,10,0,0,41,116,6,160,80,3,2,0,0,2,2,0,0,0,0,g
3111,17,6,7,0,0,6,123,7,160,80,3,3,0,0,2,1,0,0,1,0,y
3112,18,6,5,0,0,126,128,7,160,80,3,3,1,0,2,0,0,0,0,0,g
3113,19,6,11,0,0,6,139,7,160,80,3,1,0,0,3,1,1,0,0,0,y
3114,20,6,1,0,0,126,140,9,160,80,3,1,0,0,5,0,0,0,2,0,g
3115,1,6,9,0,0,98,9,1,161,81,4,3,0,0,2,0,1,0,1,0,y
3116,2,6,13,0,0,103,22,1,161,81,4,3,0,0,1,1,1,0,0,0,y
3117,3,6,3,0,0,98,25,2,161,81,4,3,0,0,3,0,0,0,1,0,y
3118,4,6,5,0,0,108,30,2,161,81,4,1,0,0,4,1,0,0,0,0,y
3119,5,6,15,0,0,98,45,2,161,81,4,1,0,0,2,2,1,0,0,0,y
3120,6,6,7,0,0,106,52,2,161,81,4,3,0,0,2,1,0,0,0,0,y
3121,7,6,14,0,1,105,66,2,161,81,4,3,1,0,1,2,0,1,0,0,y
3122,8,6,13,0,0,108,79,2,161,81,4,3,0,0,1,1,1,0,0,0,y
3123,9,6,4,0,0,98,83,2,161,81,4,4,0,0,2,0,0,0,0,0,y
3124,10,6,10,0,0,105,93,3,161,81,4,2,0,0,2,2,0,0,1,0,y
3125,11,6,13,0,0,103,106,3,161,81,4,3,0,0,1,1,1,0,0,0,y
3126,12,6,13,0,1,105,119,4,161,81,4,2,0,0,3,1,1,1,1,0,y
3127,13,6,10,0,0,97,129,4,161,81,4,2,0,0,2,2,0,0,0,0,y
3128,14,6,12,0,0,101,141,4,161,81,4,2,0,0,2,1,1,0,0,0,y
3129,15,6,15,0,0,106,156,4,161,81,4,3,0,0,1,0,2,0,0,0,y
3130,16,6,5,0,0,105,161,4,161,81,4,5,0,0,1,0,0,0,0,0,y
3131,17,6,7,0,0,108,168,4,161,81,4,3,0,0,2,1,0,0,0,0,y
3132,18,6,10,0,0,106,178,4,161,81,4,2,0,0,2,2,0,0,0,0,y
3133,19,6,13,0,0,108,191,4,161,81,4,1,0,0,2,3,0,0,0,0,y
3134,20,6,18,0,0,106,209,4,161,81,4,0,1,0,2,1,2,0,0,0,y
3135,1,6,5,0,0,10,5,1,162,81,4,1,0,0,4,1,0,0,1,0,y
3136,2,6,12,0,0,12,17,1,162,81,4,2,0,0,2,1,1,0,0,0,y
3137,3,6,10,0,0,10,27,1,162,81,4,2,0,0,2,2,0,0,0,0,y
3138,4,6,5,0,0,12,32,1,162,81,4,1,0,0,4,1,0,0,0,0,y
3139,5,6,7,0,0,13,39,2,162,81,4,3,0,0,2,1,0,0,1,0,y
3140,6,6,8,0,0,126,47,2,162,81,4,2,1,0,2,1,0,0,0,0,y
3141,7,6,16,0,0,13,63,3,162,81,4,2,0,0,1,2,1,0,1,0,y
3142,8,6,10,0,0,9,73,3,162,81,4,2,0,0,2,2,0,0,0,0,y
3143,9,6,14,0,0,13,87,3,162,81,4,2,0,0,1,3,0,0,0,0,y
3144,10,6,12,0,0,126,99,4,162,81,4,2,0,0,2,1,1,0,1,0,y
3145,11,6,15,0,0,9,114,4,162,81,4,3,0,0,1,0,2,0,0,0,y
3146,12,6,14,0,0,126,128,4,162,81,4,2,0,0,1,3,0,0,0,0,y
3147,13,6,8,0,0,13,136,4,162,81,4,4,0,0,1,1,0,0,0,0,y
3148,14,6,16,0,0,9,152,4,162,81,4,2,0,0,1,2,1,0,0,0,y
3149,15,6,4,0,0,6,156,4,162,81,4,4,0,0,2,0,0,0,0,0,y
3150,16,6,10,0,0,12,166,4,162,81,4,4,0,0,1,0,1,0,0,0,y
3151,17,6,10,0,0,10,176,5,162,81,4,0,1,0,3,2,0,0,1,0,y
3152,18,6,12,0,0,126,188,6,162,81,4,1,0,1,2,2,0,0,1,0,y
3153,19,6,10,0,0,12,198,6,162,81,4,4,1,0,0,1,0,0,0,0,y
3154,20,6,10,0,0,10,208,6,162,81,4,2,1,0,2,0,1,0,0,0,y
3155,1,6,11,0,0,54,11,0,163,82,4,3,1,0,1,0,1,0,0,0,g
3156,2,6,4,0,0,52,15,1,163,82,4,4,0,0,2,0,0,0,1,0,y
3157,3,6,2,0,0,54,17,2,163,82,4,2,0,0,4,0,0,0,1,0,g
3158,4,6,9,0,0,52,26,2,163,82,4,3,0,0,2,0,1,0,0,0,y
3159,5,6,12,0,0,54,38,2,163,82,4,2,0,0,2,1,1,0,0,0,g
3160,6,6,3,0,0,220,41,3,163,82,4,3,0,0,3,0,0,0,1,0,y
3161,7,6,14,0,0,55,55,3,163,82,4,4,0,0,0,1,1,0,0,0,g
3162,8,6,8,0,0,50,63,3,163,82,4,4,0,0,1,1,0,0,0,0,y
3163,9,6,4,0,0,220,67,3,163,82,4,4,0,0,2,0,0,0,0,0,g
3164,10,6,11,0,0,50,78,3,163,82,4,3,0,0,1,2,0,0,0,0,y
3165,11,6,6,0,0,55,84,3,163,82,4,6,0,0,0,0,0,0,0,0,g
3166,12,6,13,0,0,50,97,4,163,82,4,1,0,0,3,0,2,0,1,0,y
3167,13,6,8,0,0,55,105,4,163,82,4,4,0,0,1,1,0,0,0,0,g
3168,14,6,13,0,0,220,118,4,163,82,4,3,0,0,1,1,1,0,0,0,y
3169,15,6,9,0,0,55,127,4,163,82,4,5,0,0,0,1,0,0,0,0,g
3170,16,6,16,0,0,48,143,4,163,82,4,2,1,0,1,0,2,0,0,0,y
3171,17,6,9,0,0,220,152,5,163,82,4,1,0,0,3,2,0,0,1,0,g
3172,18,6,12,0,0,52,164,5,163,82,4,2,1,0,1,2,0,0,0,0,y
3173,19,6,8,0,0,54,172,7,163,82,4,2,0,0,3,0,1,0,2,0,g
3174,20,6,11,0,0,52,183,7,163,82,4,3,0,0,1,2,0,0,0,0,y
3175,1,6,16,0,0,250,16,0,164,82,4,4,0,0,0,0,2,0,0,0,y
3176,2,6,12,0,0,62,28,0,164,82,4,2,0,0,2,1,1,0,0,0,g
3177,3,6,7,0,0,188,35,0,164,82,4,3,0,0,2,1,0,0,0,0,y
3178,4,6,13,0,1,62,48,0,164,82,4,2,0,0,3,1,1,1,0,0,g
3179,5,6,7,0,1,188,55,0,164,82,4,4,1,0,2,0,0,1,0,0,y
3180,6,6,5,0,0,250,60,1,164,82,4,1,0,0,4,1,0,0,1,0,g
3181,7,6,4,0,0,64,64,2,164,82,4,4,0,0,2,0,0,0,1,0,y
3182,8,6,13,0,0,250,77,2,164,82,4,3,0,0,1,1,1,0,0,0,g
3183,9,6,13,0,0,64,90,2,164,82,4,1,0,0,2,3,0,0,0,0,y
3184,10,6,13,0,0,123,103,2,164,82,4,3,0,0,1,1,1,0,0,0,g
3185,11,6,15,0,0,188,118,2,164,82,4,3,0,0,1,0,2,0,0,0,y
3186,12,6,8,0,0,123,126,2,164,82,4,4,0,0,1,1,0,0,0,0,g
3187,13,6,11,1,0,64,137,2,164,82,4,4,0,0,1,0,1,1,0,0,y
3188,14,6,13,0,0,62,150,3,164,82,4,1,0,0,2,3,0,0,1,0,g
3189,15,6,10,0,0,64,160,3,164,82,4,2,0,0,2,2,0,0,0,0,y
3190,16,6,11,0,0,62,171,3,164,82,4,3,0,0,1,2,0,0,0,0,g
3191,17,6,5,0,0,188,176,4,164,82,4,3,1,0,2,0,0,0,1,0,y
3192,18,6,10,0,0,61,186,4,164,82,4,2,0,0,2,2,0,0,0,0,g
3193,1,6,3,0,0,22,3,0,165,83,4,3,0,0,3,0,0,0,0,0,y
3194,2,6,5,0,0,26,8,0,165,83,4,1,0,0,4,1,0,0,0,0,y
3195,3,6,9,0,0,22,17,1,165,83,4,3,0,0,2,0,1,0,1,0,y
3196,4,6,3,0,0,26,20,2,165,83,4,3,0,0,3,0,0,0,1,0,y
3197,5,6,14,0,0,230,34,2,165,83,4,2,0,0,2,0,2,0,0,0,y
3198,6,6,20,0,0,26,54,2,165,83,4,0,0,0,2,2,2,0,0,0,y
3199,7,6,8,0,0,23,62,2,165,83,4,4,0,0,1,1,0,0,0,0,y
3200,8,6,12,1,0,22,74,2,165,83,4,3,0,0,1,2,0,1,0,0,y
3201,9,6,16,0,0,27,90,2,165,83,4,2,0,0,1,2,1,0,0,0,y
3202,10,6,7,1,0,23,97,2,165,83,4,6,0,0,0,0,0,1,0,0,y
3203,11,6,13,0,0,241,110,2,165,83,4,1,0,0,2,3,0,0,0,0,y
3204,12,6,11,0,0,23,121,2,165,83,4,3,1,0,1,0,1,0,0,0,y
3205,13,6,10,0,0,230,131,2,165,83,4,4,0,0,1,0,1,0,0,0,y
3206,14,6,5,0,0,23,136,2,165,83,4,5,0,0,1,0,0,0,0,0,y
3207,15,6,3,0,0,22,139,3,165,83,4,1,1,0,4,0,0,0,1,0,y
3208,16,6,11,0,0,27,150,3,165,83,4,3,0,0,1,2,0,0,0,0,y
3209,17,6,5,0,0,230,155,3,165,83,4,5,0,0,1,0,0,0,0,0,y
3210,18,6,15,0,0,26,170,3,165,83,4,3,0,0,1,0,2,0,0,0,y
3211,19,6,11,0,0,230,181,3,165,83,4,3,0,0,1,2,0,0,0,0,y
3212,20,6,9,0,0,27,190,4,165,83,4,1,0,0,3,2,0,0,1,0,y
3213,1,6,1,0,0,91,1,2,166,83,4,1,0,0,5,0,0,0,2,0,y
3214,2,6,8,0,0,162,9,2,166,83,4,4,0,0,1,1,0,0,0,0,y
3215,3,6,12,0,0,91,21,2,166,83,4,2,0,0,2,1,1,0,0,0,y
3216,4,6,3,0,0,162,24,3,166,83,4,3,0,0,3,0,0,0,1,0,y
3217,5,6,2,0,0,93,26,4,166,83,4,2,0,0,4,0,0,0,1,0,y
3218,6,6,2,0,0,162,28,5,166,83,4,2,0,0,4,0,0,0,1,0,y
3219,7,6,5,0,0,93,33,6,166,83,4,1,0,0,4,1,0,0,1,0,y
3220,8,6,18,0,1,162,51,6,166,83,4,3,0,0,1,2,1,1,0,0,y
3221,9,6,10,0,0,92,61,6,166,83,4,4,0,0,1,0,1,0,0,0,y
3222,10,6,20,0,1,225,81,6,166,83,4,3,0,0,1,1,2,1,0,0,y
3223,11,6,1,0,0,91,82,7,166,83,4,1,0,0,5,0,0,0,1,0,y
3224,12,6,18,0,0,93,100,7,166,83,4,2,0,0,1,1,2,0,0,0,y
3225,13,5,1,0,0,91,101,10,166,83,4,1,0,0,4,0,0,0,3,0,y
3226,1,6,12,0,0,78,12,0,167,84,4,2,0,0,2,1,1,0,0,0,y
3227,2,6,17,0,0,80,29,2,167,84,4,1,0,0,2,1,2,0,2,0,g
3228,3,6,7,0,0,229,36,2,167,84,4,3,0,0,2,1,0,0,0,0,y
3229,4,6,22,0,0,80,58,2,167,84,4,2,0,0,0,2,2,0,0,0,g
3230,5,6,12,0,0,229,70,2,167,84,4,2,0,0,2,1,1,0,0,0,y
3231,6,6,13,0,1,81,83,2,167,84,4,2,0,0,3,1,1,1,0,0,g
3232,7,6,12,0,0,251,95,3,167,84,4,2,0,0,2,1,1,0,1,0,y
3233,8,6,5,0,0,80,100,3,167,84,4,5,0,0,1,0,0,0,0,0,g
3234,9,6,4,0,0,78,104,3,167,84,4,4,0,0,2,0,0,0,0,0,y
3235,10,6,5,0,0,80,109,3,167,84,4,5,0,0,1,0,0,0,0,0,g
3236,11,6,12,0,1,251,121,3,167,84,4,3,0,0,2,2,0,1,0,0,y
3237,12,6,9,0,0,81,130,3,167,84,4,3,0,0,2,0,1,0,0,0,g
3238,13,6,5,0,0,251,135,3,167,84,4,5,0,0,1,0,0,0,0,0,y
3239,14,6,10,0,0,229,145,3,167,84,4,4,0,0,1,0,1,0,0,0,g
3240,15,6,5,0,0,251,150,3,167,84,4,5,0,0,1,0,0,0,0,0,y
3241,16,6,5,0,0,81,155,3,167,84,4,5,0,0,1,0,0,0,0,0,g
3242,17,6,5,0,0,78,160,4,167,84,4,1,0,0,4,1,0,0,1,0,y
3243,18,6,16,0,0,81,176,5,167,84,4,0,1,0,2,2,1,0,1,0,g
3244,19,6,11,0,0,78,187,5,167,84,4,1,1,0,2,2,0,0,0,0,y
3245,20,6,16,0,0,229,203,5,167,84,4,2,0,0,1,2,1,0,0,0,g
3246,1,6,7,0,0,36,7,0,168,84,4,3,0,0,2,1,0,0,0,0,y
3247,2,6,9,0,0,198,16,0,168,84,4,3,0,0,2,0,1,0,0,0,g
3248,3,6,9,0,0,36,25,0,168,84,4,1,0,0,3,2,0,0,0,0,y
3249,4,6,19,0,0,198,44,0,168,84,4,1,0,0,2,0,3,0,0,0,g
3250,5,6,10,0,0,35,54,0,168,84,4,2,0,0,2,2,0,0,0,0,y
3251,6,6,8,0,0,39,62,0,168,84,4,4,0,0,1,1,0,0,0,0,g
3252,7,6,4,0,0,35,66,1,168,84,4,0,0,0,5,1,0,0,1,0,y
3253,8,6,13,0,0,39,79,1,168,84,4,3,0,0,1,1,1,0,0,0,g
3254,9,6,10,0,0,226,89,1,168,84,4,2,0,0,2,2,0,0,0,0,y
3255,10,6,6,1,0,198,95,1,168,84,4,5,0,0,1,0,0,1,0,0,g
3256,11,6,5,0,0,226,100,1,168,84,4,5,0,0,1,0,0,0,0,0,y
3257,12,6,4,0,0,198,104,2,168,84,4,2,1,0,3,0,0,0,1,0,g
3258,13,6,3,0,0,226,107,3,168,84,4,3,0,0,3,0,0,0,1,0,y
3259,14,6,6,1,0,39,113,3,168,84,4,5,0,0,1,0,0,1,0,0,g
3260,15,6,9,1,0,226,122,3,168,84,4,4,0,0,1,1,0,1,0,0,y
3261,16,6,9,0,0,39,131,4,168,84,4,3,0,0,2,0,1,0,1,0,g
3262,17,6,17,0,0,36,148,4,168,84,4,1,1,0,1,2,1,0,0,0,y
3263,18,6,7,0,0,35,155,5,168,84,4,1,0,0,4,0,1,0,1,0,g
3264,19,6,16,0,0,36,171,5,168,84,4,2,0,0,1,2,1,0,0,0,y
3265,20,6,13,0,0,35,184,5,168,84,4,1,1,0,2,1,1,0,0,0,g
3266,1,6,1,0,0,234,1,1,169,85,4,1,0,0,5,0,0,0,1,0,y
3267,2,6,7,0,0,65,8,2,169,85,4,1,0,0,4,0,1,0,1,0,r
3268,3,6,6,0,0,234,14,2,169,85,4,2,0,0,3,1,0,0,0,0,y
3269,4,6,14,0,0,65,28,2,169,85,4,2,0,0,2,0,2,0,0,0,r
3270,5,6,8,0,0,234,36,3,169,85,4,2,0,0,3,0,1,0,1,0,y
3271,6,6,2,0,0,62,38,3,169,85,4,2,0,0,4,0,0,0,0,0,r
3272,7,6,10,0,0,234,48,3,169,85,4,4,0,0,1,0,1,0,0,0,y
3273,8,6,14,0,1,62,62,3,169,85,4,3,1,0,1,2,0,1,0,0,r
3274,9,6,12,0,2,188,74,3,169,85,4,2,0,0,4,2,0,2,0,0,y
3275,10,6,13,0,0,61,87,3,169,85,4,3,0,0,1,1,1,0,0,0,r
3276,11,6,22,0,0,188,109,3,169,85,4,0,0,0,1,4,1,0,0,0,y
3277,12,6,13,0,0,123,122,3,169,85,4,3,0,0,1,1,1,0,0,0,r
3278,13,6,6,1,0,61,128,3,169,85,4,5,0,0,1,0,0,1,0,0,y
3279,14,6,8,0,0,188,136,3,169,85,4,4,0,0,1,1,0,0,0,0,r
3280,15,6,10,0,0,123,146,3,169,85,4,4,0,0,1,0,1,0,0,0,y
3281,16,6,9,0,0,65,155,4,169,85,4,1,1,0,3,0,1,0,1,0,r
3282,17,6,10,0,0,62,165,4,169,85,4,2,1,0,2,0,1,0,0,0,y
3283,18,6,8,0,0,65,173,4,169,85,4,4,0,0,1,1,0,0,0,0,r
3284,19,6,7,0,0,188,180,4,169,85,4,3,0,0,2,1,0,0,0,0,y
3285,20,6,4,0,0,62,184,4,169,85,4,4,0,0,2,0,0,0,0,0,r
3286,1,6,2,0,0,10,2,1,170,85,4,2,0,0,4,0,0,0,1,0,r
3287,2,6,4,0,0,12,6,1,170,85,4,2,1,0,3,0,0,0,0,0,y
3288,3,6,8,0,0,10,14,2,170,85,4,2,0,0,3,0,1,0,1,0,r
3289,4,6,0,0,0,12,14,4,170,85,4,0,0,0,6,0,0,0,2,0,y
3290,5,6,19,0,0,10,33,4,170,85,4,1,0,0,2,0,3,0,0,0,r
3291,6,6,6,0,0,12,39,4,170,85,4,2,0,0,3,1,0,0,0,0,y
3292,7,6,7,0,0,126,46,4,170,85,4,3,0,0,2,1,0,0,0,0,r
3293,8,6,8,0,0,9,54,4,170,85,4,4,0,0,1,1,0,0,0,0,y
3294,9,6,13,0,0,13,67,4,170,85,4,1,0,0,2,3,0,0,0,0,r
3295,10,6,4,0,0,9,71,4,170,85,4,4,0,0,2,0,0,0,0,0,y
3296,11,6,9,0,0,13,80,4,170,85,4,3,1,0,1,1,0,0,0,0,r
3297,12,6,4,0,0,9,84,5,170,85,4,4,0,0,2,0,0,0,1,0,y
3298,13,6,5,0,0,13,89,5,170,85,4,5,0,0,1,0,0,0,0,0,r
3299,14,6,8,0,0,9,97,6,170,85,4,2,0,0,3,0,1,0,1,0,y
3300,15,6,14,0,0,126,111,6,170,85,4,4,0,0,0,1,1,0,0,0,r
3301,16,6,10,0,0,12,121,6,170,85,4,4,0,0,1,0,1,0,0,0,y
3302,17,6,8,0,0,13,129,6,170,85,4,4,0,0,1,1,0,0,0,0,r
3303,18,6,7,0,0,126,136,6,170,85,4,3,0,0,2,1,0,0,0,0,y
3304,19,6,12,0,0,10,148,7,170,85,4,2,1,0,1,2,0,0,1,0,r
3305,20,6,3,0,0,126,151,8,170,85,4,3,0,0,3,0,0,0,1,0,y
3306,1,6,4,0,0,52,4,1,171,86,4,0,0,0,5,1,0,0,1,0,y
3307,2,6,1,0,0,54,5,2,171,86,4,1,0,0,5,0,0,0,1,0,r
3308,3,6,12,0,0,52,17,2,171,86,4,2,0,0,2,1,1,0,0,0,y
3309,4,6,7,0,0,54,24,2,171,86,4,1,0,0,4,0,1,0,0,0,r
3310,5,6,7,0,0,50,31,3,171,86,4,1,0,0,4,0,1,0,1,0,y
3311,6,6,2,0,0,54,33,3,171,86,4,2,0,0,4,0,0,0,0,0,r
3312,7,6,14,0,0,50,47,3,171,86,4,2,0,0,2,0,2,0,0,0,y
3313,8,6,8,0,0,55,55,3,171,86,4,4,0,0,1,1,0,0,0,0,r
3314,9,6,7,0,0,220,62,3,171,86,4,3,0,0,2,1,0,0,0,0,y
3315,10,6,9,0,0,55,71,3,171,86,4,5,0,0,0,1,0,0,0,0,r
3316,11,6,13,0,0,220,84,3,171,86,4,3,0,0,1,1,1,0,0,0,y
3317,12,6,11,0,0,55,95,3,171,86,4,5,0,0,0,0,1,0,0,0,r
3318,13,6,16,0,0,50,111,3,171,86,4,2,0,0,1,2,1,0,0,0,y
3319,14,6,5,0,0,48,116,3,171,86,4,5,0,0,1,0,0,0,0,0,r
3320,15,6,16,0,0,220,132,3,171,86,4,2,0,0,1,2,1,0,0,0,y
3321,16,6,9,0,0,48,141,3,171,86,4,1,0,0,3,2,0,0,0,0,r
3322,17,6,5,0,0,52,146,4,171,86,4,1,0,0,4,1,0,0,1,0,y
3323,18,6,11,0,0,48,157,4,171,86,4,3,0,0,1,2,0,0,0,0,r
3324,19,6,11,0,0,52,168,4,171,86,4,3,0,0,1,2,0,0,0,0,y
3325,20,6,16,0,0,54,184,4,171,86,4,2,0,0,1,2,1,0,0,0,r
3326,1,6,7,0,0,89,7,0,172,86,4,1,0,0,4,0,1,0,0,0,r
3327,2,6,10,0,0,91,17,0,172,86,4,2,0,0,2,2,0,0,0,0,y
3328,3,6,3,0,0,89,20,1,172,86,4,3,0,0,3,0,0,0,1,0,r
3329,4,6,6,0,0,91,26,2,172,86,4,2,0,0,3,1,0,0,1,0,y
3330,5,6,3,0,0,89,29,2,172,86,4,3,0,0,3,0,0,0,0,0,r
3331,6,6,7,0,0,162,36,3,172,86,4,1,0,0,4,0,1,0,1,0,y
3332,7,6,8,0,0,92,44,3,172,86,4,4,0,0,1,1,0,0,0,0,r
3333,8,6,18,0,0,162,62,3,172,86,4,2,0,0,1,1,2,0,0,0,y
3334,9,6,8,0,0,92,70,3,172,86,4,4,0,0,1,1,0,0,0,0,r
3335,10,6,13,0,0,93,83,3,172,86,4,3,0,0,1,1,1,0,0,0,y
3336,11,6,10,0,0,92,93,5,172,86,4,2,1,0,2,0,1,0,2,0,r
3337,12,6,13,0,0,87,106,5,172,86,4,3,0,0,1,1,1,0,0,0,y
3338,13,6,5,0,0,92,111,5,172,86,4,5,0,0,1,0,0,0,0,0,r
3339,14,6,13,0,0,93,124,5,172,86,4,3,0,0,1,1,1,0,0,0,y
3340,15,6,10,0,0,87,134,5,172,86,4,4,0,0,1,0,1,0,0,0,r
3341,16,6,15,0,0,91,149,5,172,86,4,3,0,0,1,0,2,0,0,0,y
3342,17,6,5,0,0,93,154,5,172,86,4,5,0,0,1,0,0,0,0,0,r
3343,18,6,6,0,0,91,160,5,172,86,4,4,1,0,1,0,0,0,0,0,y
3344,19,6,11,0,0,89,171,5,172,86,4,3,0,0,1,2,0,0,0,0,r
3345,20,5,14,0,0,93,185,5,172,86,4,0,1,0,2,0,2,0,0,0,y
3346,1,6,6,0,0,36,6,1,173,87,4,0,0,0,5,0,1,0,1,0,y
3347,2,6,4,0,0,35,10,1,173,87,4,4,0,0,2,0,0,0,0,0,y
3348,3,6,9,0,0,36,19,1,173,87,4,3,0,0,2,0,1,0,0,0,y
3349,4,6,9,0,0,35,28,1,173,87,4,3,0,0,2,0,1,0,0,0,y
3350,5,6,6,0,0,226,34,1,173,87,4,2,0,0,3,1,0,0,0,0,y
3351,6,6,11,0,0,203,45,2,173,87,4,1,0,0,3,1,1,0,1,0,y
3352,7,6,11,0,0,226,56,2,173,87,4,1,0,0,3,1,1,0,0,0,y
3353,8,6,6,0,0,39,62,2,173,87,4,6,0,0,0,0,0,0,0,0,y
3354,9,6,3,0,0,32,65,3,173,87,4,3,0,0,3,0,0,0,1,0,y
3355,10,6,11,0,0,39,76,3,173,87,4,5,0,0,0,0,1,0,0,0,y
3356,11,6,5,0,0,32,81,3,173,87,4,5,0,0,1,0,0,0,0,0,y
3357,12,6,9,0,1,226,90,3,173,87,4,4,0,0,2,1,0,1,0,0,y
3358,13,6,8,0,0,32,98,3,173,87,4,4,0,0,1,1,0,0,0,0,y
3359,14,6,12,0,0,226,110,3,173,87,4,2,0,0,2,1,1,0,0,0,y
3360,15,6,10,0,0,32,120,3,173,87,4,4,0,0,1,0,1,0,0,0,y
3361,16,6,13,0,0,203,133,3,173,87,4,3,0,0,1,1,1,0,0,0,y
3362,17,6,8,0,0,36,141,3,173,87,4,4,0,0,1,1,0,0,0,0,y
3363,18,6,6,0,0,35,147,4,173,87,4,2,0,0,3,1,0,0,1,0,y
3364,19,6,19,0,0,36,166,4,173,87,4,0,0,1,1,4,0,0,0,0,y
3365,20,6,10,0,0,35,176,4,173,87,4,2,0,0,2,2,0,0,0,0,y
3366,1,6,5,0,0,106,5,0,174,87,4,1,0,0,4,1,0,0,0,0,y
3367,2,6,1,0,0,105,6,1,174,87,4,1,0,0,5,0,0,0,1,0,y
3368,3,6,1,0,0,258,7,2,174,87,4,1,0,0,5,0,0,0,1,0,y
3369,4,6,8,0,1,105,15,2,174,87,4,3,0,0,3,1,0,1,0,0,y
3370,5,6,12,0,0,258,27,2,174,87,4,2,0,0,2,1,1,0,0,0,y
3371,6,6,9,1,0,105,36,2,174,87,4,4,0,0,1,1,0,1,0,0,y
3372,7,6,7,0,0,108,43,2,174,87,4,1,0,0,4,0,1,0,0,0,y
3373,8,6,8,0,0,98,51,2,174,87,4,4,0,0,1,1,0,0,0,0,y
3374,9,6,6,0,0,105,57,2,174,87,4,2,0,0,3,1,0,0,0,0,y
3375,10,6,8,0,0,98,65,2,174,87,4,4,0,0,1,1,0,0,0,0,y
3376,11,6,11,0,0,106,76,2,174,87,4,3,0,0,1,2,0,0,0,0,y
3377,12,6,8,0,0,101,84,2,174,87,4,4,0,0,1,1,0,0,0,0,y
3378,13,6,14,0,0,98,98,2,174,87,4,2,0,0,1,3,0,0,0,0,y
3379,14,6,11,0,0,108,109,2,174,87,4,3,0,0,1,2,0,0,0,0,y
3380,15,6,8,0,0,101,117,2,174,87,4,4,0,0,1,1,0,0,0,0,y
3381,16,6,9,0,0,258,126,2,174,87,4,5,0,0,0,1,0,0,0,0,y
3382,17,6,11,0,0,106,137,2,174,87,4,3,0,0,1,2,0,0,0,0,y
3383,18,6,14,0,0,258,151,2,174,87,4,4,0,0,0,1,1,0,0,0,y
3384,19,6,12,0,0,106,163,2,174,87,4,4,1,0,0,0,1,0,0,0,y
3385,20,6,11,0,0,108,174,3,174,87,4,1,0,0,3,1,1,0,1,0,y
3386,1,6,7,0,0,251,7,0,175,88,4,3,0,0,2,1,0,0,0,0,y
3387,2,6,17,0,0,78,24,0,175,88,4,1,0,0,2,1,2,0,0,0,y
3388,3,6,8,0,0,251,32,0,175,88,4,2,0,0,3,0,1,0,0,0,y
3389,4,6,3,0,0,229,35,0,175,88,4,3,0,0,3,0,0,0,0,0,y
3390,5,6,7,0,0,81,42,0,175,88,4,3,0,0,2,1,0,0,0,0,y
3391,6,6,11,0,0,229,53,0,175,88,4,1,0,0,3,1,1,0,0,0,y
3392,7,6,17,0,0,80,70,0,175,88,4,3,0,0,0,2,1,0,0,0,y
3393,8,6,9,0,0,81,79,1,175,88,4,1,0,0,3,2,0,0,1,0,y
3394,9,6,5,0,0,78,84,2,175,88,4,1,0,0,4,1,0,0,1,0,y
3395,10,6,9,0,0,80,93,2,175,88,4,5,0,0,0,1,0,0,0,0,y
3396,11,6,1,0,0,78,94,4,175,88,4,1,0,0,5,0,0,0,2,0,y
3397,12,6,7,0,0,251,101,4,175,88,4,3,0,0,2,1,0,0,0,0,y
3398,13,6,7,0,0,78,108,5,175,88,4,1,0,0,4,0,1,0,1,0,y
3399,14,6,8,0,0,80,116,5,175,88,4,4,0,0,1,1,0,0,0,0,y
3400,15,6,12,0,0,251,128,5,175,88,4,0,0,0,3,3,0,0,0,0,y
3401,16,6,5,0,0,80,133,5,175,88,4,5,0,0,1,0,0,0,0,0,y
3402,17,6,11,0,0,229,144,5,175,88,4,3,0,0,1,2,0,0,0,0,y
3403,18,6,9,0,0,81,153,6,175,88,4,1,0,0,3,2,0,0,1,0,y
3404,19,6,2,0,0,229,155,7,175,88,4,2,0,0,4,0,0,0,1,0,y
3405,20,6,11,0,0,81,166,7,175,88,4,3,0,0,1,2,0,0,0,0,y
3406,1,6,4,0,0,25,4,0,176,88,4,4,0,0,2,0,0,0,0,0,y
3407,2,6,7,0,0,26,11,0,176,88,4,3,0,0,2,1,0,0,0,0,y
3408,3,6,6,0,0,25,17,0,176,88,4,2,0,0,3,1,0,0,0,0,y
3409,4,6,9,0,0,26,26,0,176,88,4,3,0,0,2,0,1,0,0,0,y
3410,5,6,2,0,0,25,28,2,176,88,4,2,0,0,4,0,0,0,2,0,y
3411,6,6,6,0,0,22,34,2,176,88,4,2,0,0,3,1,0,0,0,0,y
3412,7,6,6,0,0,23,40,2,176,88,4,6,0,0,0,0,0,0,0,0,y
3413,8,6,4,0,0,22,44,2,176,88,4,4,0,0,2,0,0,0,0,0,y
